State,Year,Deaths,Population
Rhode Island,2015.0,10163.0,1056298.0
Rhode Island,2016.0,9735.0,1056426.0
Rhode Island,2017.0,10157.0,1059639.0
Rhode Island,2018.0,10083.0,1057315.0
South Carolina,1999.0,36053.0,3974682.0
South Carolina,2000.0,36948.0,4012012.0
South Carolina,2001.0,36612.0,4064995.0
South Carolina,2002.0,37736.0,4107795.0
South Carolina,2003.0,38112.0,4150297.0
South Carolina,2004.0,37276.0,4210921.0
South Carolina,2005.0,38707.0,4270150.0
South Carolina,2006.0,38761.0,4357847.0
South Carolina,2007.0,39439.0,4444110.0
South Carolina,2008.0,40289.0,4528996.0
South Carolina,2009.0,40449.0,4589872.0
South Carolina,2010.0,41614.0,4625364.0
South Carolina,2011.0,42072.0,4679230.0
South Carolina,2012.0,43198.0,4723723.0
South Carolina,2013.0,44582.0,4774839.0
South Carolina,2014.0,45454.0,4832482.0
South Carolina,2015.0,47198.0,4896146.0
South Carolina,2016.0,48130.0,4961119.0
South Carolina,2017.0,49441.0,5024369.0
South Carolina,2018.0,50640.0,5084127.0
South Dakota,1999.0,6953.0,750412.0
South Dakota,2000.0,7021.0,754844.0
South Dakota,2001.0,6923.0,757972.0
South Dakota,2002.0,6898.0,760020.0
South Dakota,2003.0,7132.0,763729.0
South Dakota,2004.0,6833.0,770396.0
South Dakota,2005.0,7086.0,775493.0
South Dakota,2006.0,7084.0,783033.0
South Dakota,2007.0,6826.0,791623.0
South Dakota,2008.0,7083.0,799124.0
South Dakota,2009.0,6923.0,807067.0
South Dakota,2010.0,7100.0,814180.0
South Dakota,2011.0,7314.0,824082.0
South Dakota,2012.0,7333.0,833354.0
South Dakota,2013.0,7099.0,844877.0
South Dakota,2014.0,7507.0,853175.0
South Dakota,2015.0,7731.0,858469.0
South Dakota,2016.0,7845.0,865454.0
South Dakota,2017.0,7996.0,869666.0
South Dakota,2018.0,7971.0,882235.0
Tennessee,1999.0,53765.0,5638706.0
Tennessee,2000.0,55246.0,5689283.0
Tennessee,2001.0,55151.0,5750789.0
Tennessee,2002.0,56606.0,5795918.0
Tennessee,2003.0,57313.0,5847812.0
Tennessee,2004.0,55829.0,5910809.0
Tennessee,2005.0,57260.0,5991057.0
Tennessee,2006.0,56838.0,6088766.0
Tennessee,2007.0,57087.0,6175727.0
Tennessee,2008.0,58820.0,6247411.0
Tennessee,2009.0,58288.0,6306019.0
Tennessee,2010.0,59578.0,6346105.0
Tennessee,2011.0,60541.0,6403353.0
Tennessee,2012.0,61956.0,6456243.0
Tennessee,2013.0,63406.0,6495978.0
Tennessee,2014.0,64661.0,6549352.0
Tennessee,2015.0,66570.0,6600299.0
Tennessee,2016.0,67857.0,6651194.0
Tennessee,2017.0,70096.0,6715984.0
Tennessee,2018.0,71078.0,6770010.0
Texas,1999.0,146858.0,20558220.0
Texas,2000.0,149939.0,20851820.0
Texas,2001.0,152779.0,21319622.0
Texas,2002.0,155524.0,21690325.0
Texas,2003.0,154870.0,22030931.0
Texas,2004.0,152870.0,22394023.0
Texas,2005.0,156457.0,22778123.0
Texas,2006.0,157150.0,23359580.0
Texas,2007.0,160548.0,23831983.0
Texas,2008.0,164914.0,24309039.0
Texas,2009.0,163249.0,24801761.0
Texas,2010.0,166527.0,25145561.0
Texas,2011.0,168640.0,25674681.0
Texas,2012.0,174187.0,26059203.0
Texas,2013.0,179183.0,26448193.0
Texas,2014.0,183912.0,26956958.0
Texas,2015.0,189654.0,27469114.0
Texas,2016.0,191966.0,27862596.0
Texas,2017.0,198106.0,28304596.0
Texas,2018.0,202211.0,28701845.0
Utah,1999.0,12058.0,2203482.0
Utah,2000.0,12364.0,2233169.0
Utah,2001.0,12662.0,2283715.0
Utah,2002.0,13116.0,2324815.0
Utah,2003.0,13412.0,2360137.0
Utah,2004.0,13331.0,2401580.0
Utah,2005.0,13432.0,2457719.0
Utah,2006.0,13764.0,2525507.0
Utah,2007.0,14143.0,2597746.0
Utah,2008.0,14040.0,2663029.0
Utah,2009.0,14138.0,2723421.0
Utah,2010.0,14776.0,2763885.0
Utah,2011.0,15266.0,2817222.0
Utah,2012.0,15676.0,2855287.0
Utah,2013.0,16366.0,2900872.0
Utah,2014.0,16719.0,2942902.0
Utah,2015.0,17334.0,2995919.0
Utah,2016.0,17913.0,3051217.0
Utah,2017.0,18035.0,3101833.0
Utah,2018.0,18354.0,3161105.0
Vermont,1999.0,4993.0,604683.0
Vermont,2000.0,5127.0,608827.0
Vermont,2001.0,5201.0,612223.0
Vermont,2002.0,5075.0,615442.0
Vermont,2003.0,5120.0,617858.0
Vermont,2004.0,4995.0,619920.0
Vermont,2005.0,5066.0,621215.0
Vermont,2006.0,5048.0,622892.0
Vermont,2007.0,5179.0,623481.0
Vermont,2008.0,5211.0,624151.0
Vermont,2009.0,5034.0,624817.0
Vermont,2010.0,5380.0,625741.0
Vermont,2011.0,5433.0,626431.0
Vermont,2012.0,5491.0,626011.0
Vermont,2013.0,5639.0,626630.0
Vermont,2014.0,5623.0,626562.0
Vermont,2015.0,5919.0,626042.0
Vermont,2016.0,5909.0,624594.0
Vermont,2017.0,6007.0,623657.0
Vermont,2018.0,6027.0,626299.0
Virginia,1999.0,55320.0,7000174.0
Virginia,2000.0,56282.0,7078515.0
Virginia,2001.0,56280.0,7198362.0
Virginia,2002.0,57196.0,7286873.0
Virginia,2003.0,58282.0,7366977.0
Virginia,2004.0,56550.0,7475575.0
Virginia,2005.0,57855.0,7577105.0
Virginia,2006.0,57690.0,7673725.0
Virginia,2007.0,58225.0,7751000.0
Virginia,2008.0,59100.0,7833496.0
Virginia,2009.0,58653.0,7925937.0
Virginia,2010.0,59032.0,8001024.0
Virginia,2011.0,60804.0,8096604.0
Virginia,2012.0,61564.0,8185867.0
Virginia,2013.0,62716.0,8260405.0
Virginia,2014.0,63598.0,8326289.0
Virginia,2015.0,65577.0,8382993.0
Virginia,2016.0,66473.0,8411808.0
Virginia,2017.0,68579.0,8470020.0
Virginia,2018.0,69359.0,8517685.0
Washington,1999.0,43865.0,5842564.0
Washington,2000.0,43941.0,5894121.0
Washington,2001.0,44642.0,5985722.0
Washington,2002.0,45338.0,6052349.0
Washington,2003.0,45920.0,6104115.0
Washington,2004.0,44770.0,6178645.0
Washington,2005.0,46203.0,6257305.0
Washington,2006.0,46120.0,6370753.0
Washington,2007.0,47323.0,6461587.0
Washington,2008.0,48627.0,6562231.0
Washington,2009.0,48270.0,6667426.0
Washington,2010.0,48146.0,6724540.0
Washington,2011.0,49691.0,6830038.0
Washington,2012.0,50105.0,6897012.0
Washington,2013.0,51264.0,6971406.0
Washington,2014.0,52099.0,7061530.0
Washington,2015.0,54595.0,7170351.0
Washington,2016.0,54769.0,7288000.0
Washington,2017.0,56995.0,7405743.0
Washington,2018.0,56877.0,7535591.0
West Virginia,1999.0,21049.0,1811799.0
West Virginia,2000.0,21114.0,1808344.0
West Virginia,2001.0,20967.0,1801481.0
West Virginia,2002.0,21016.0,1805414.0
West Virginia,2003.0,21306.0,1812295.0
West Virginia,2004.0,20793.0,1816438.0
West Virginia,2005.0,20780.0,1820492.0
West Virginia,2006.0,20672.0,1827912.0
West Virginia,2007.0,21086.0,1834052.0
West Virginia,2008.0,21557.0,1840310.0
West Virginia,2009.0,21386.0,1847775.0
West Virginia,2010.0,21275.0,1852994.0
West Virginia,2011.0,21867.0,1855364.0
West Virginia,2012.0,21915.0,1855413.0
West Virginia,2013.0,21843.0,1854304.0
West Virginia,2014.0,22186.0,1850326.0
West Virginia,2015.0,22752.0,1844128.0
West Virginia,2016.0,22732.0,1831102.0
West Virginia,2017.0,23276.0,1815857.0
West Virginia,2018.0,23478.0,1805832.0
Wisconsin,1999.0,46672.0,5332666.0
Wisconsin,2000.0,46461.0,5363675.0
Wisconsin,2001.0,46628.0,5406835.0
Wisconsin,2002.0,46981.0,5445162.0
Wisconsin,2003.0,46177.0,5479203.0
Wisconsin,2004.0,45600.0,5514026.0
Wisconsin,2005.0,46709.0,5546166.0
Wisconsin,2006.0,46153.0,5577655.0
Wisconsin,2007.0,46241.0,5610775.0
Wisconsin,2008.0,46815.0,5640996.0
Wisconsin,2009.0,45697.0,5669264.0
Wisconsin,2010.0,47308.0,5686986.0
Wisconsin,2011.0,48410.0,5711767.0
Wisconsin,2012.0,48384.0,5726398.0
Wisconsin,2013.0,50026.0,5742713.0
Wisconsin,2014.0,50291.0,5757564.0
Wisconsin,2015.0,51264.0,5771337.0
Wisconsin,2016.0,51815.0,5778708.0
Wisconsin,2017.0,52681.0,5795483.0
Wisconsin,2018.0,53684.0,5813568.0
Wyoming,1999.0,4042.0,491780.0
Wyoming,2000.0,3920.0,493782.0
Wyoming,2001.0,4029.0,494657.0
Wyoming,2002.0,4174.0,500017.0
Wyoming,2003.0,4172.0,503453.0
Wyoming,2004.0,3955.0,509106.0
Wyoming,2005.0,4099.0,514157.0
Wyoming,2006.0,4311.0,522667.0
Wyoming,2007.0,4266.0,534876.0
Wyoming,2008.0,4227.0,546043.0
Wyoming,2009.0,4283.0,559851.0
Wyoming,2010.0,4438.0,563626.0
Wyoming,2011.0,4387.0,568158.0
Wyoming,2012.0,4481.0,576412.0
Wyoming,2013.0,4516.0,582658.0
Wyoming,2014.0,4666.0,584153.0
Wyoming,2015.0,4778.0,586107.0
Wyoming,2016.0,4722.0,585501.0
Wyoming,2017.0,4768.0,579315.0
Wyoming,2018.0,5070.0,577737.0
