,,Deaths,Deaths,Deaths,Deaths,Population,Population,Population,Population
Race,,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White
State,Year,,,,,,,,
Illinois,2018.0,70.0,2395.0,18050.0,89507.0,88932.0,794211.0,1940291.0,9917646.0
Indiana,1999.0,30.0,109.0,4439.0,50725.0,17099.0,62772.0,525171.0,5439927.0
Indiana,2000.0,17.0,104.0,4298.0,51050.0,19675.0,67640.0,533138.0,5460032.0
Indiana,2001.0,31.0,79.0,4427.0,50661.0,20272.0,73286.0,545974.0,5488228.0
Indiana,2002.0,31.0,86.0,4441.0,50838.0,21238.0,77917.0,555017.0,5501795.0
Indiana,2003.0,28.0,135.0,4599.0,51206.0,21975.0,82932.0,565411.0,5526320.0
Indiana,2004.0,32.0,149.0,4289.0,49741.0,22851.0,87942.0,575734.0,5546480.0
Indiana,2005.0,22.0,148.0,4492.0,51013.0,23684.0,93447.0,586943.0,5574542.0
Indiana,2006.0,27.0,106.0,4455.0,51034.0,24852.0,99018.0,600368.0,5608431.0
Indiana,2007.0,22.0,78.0,4314.0,49586.0,25791.0,104153.0,612333.0,5637322.0
Indiana,2008.0,28.0,170.0,4418.0,52136.0,26987.0,108824.0,624185.0,5664810.0
Indiana,2009.0,23.0,177.0,4389.0,51384.0,28112.0,114215.0,635234.0,5681764.0
Indiana,2010.0,31.0,179.0,4363.0,52170.0,29029.0,117609.0,643598.0,5693566.0
Indiana,2011.0,35.0,224.0,4549.0,53394.0,29599.0,122780.0,652559.0,5711984.0
Indiana,2012.0,40.0,220.0,4633.0,54439.0,30207.0,129142.0,660228.0,5717757.0
Indiana,2013.0,33.0,253.0,4815.0,55615.0,30761.0,137870.0,669408.0,5732863.0
Indiana,2014.0,45.0,274.0,4795.0,55826.0,31133.0,146796.0,678326.0,5740600.0
Indiana,2015.0,47.0,275.0,4982.0,57409.0,31616.0,156539.0,685966.0,5745559.0
Indiana,2016.0,49.0,337.0,5285.0,57802.0,31903.0,164449.0,692488.0,5744213.0
Indiana,2017.0,54.0,329.0,5543.0,59671.0,32411.0,173590.0,702537.0,5758280.0
Indiana,2018.0,56.0,353.0,5462.0,59822.0,32998.0,181775.0,713302.0,5763803.0
Iowa,1999.0,36.0,67.0,386.0,27922.0,8532.0,37343.0,65291.0,2806468.0
Iowa,2000.0,26.0,69.0,390.0,27575.0,10503.0,40360.0,70138.0,2805323.0
Iowa,2001.0,36.0,78.0,414.0,27263.0,10898.0,42078.0,73183.0,2805838.0
Iowa,2002.0,28.0,75.0,372.0,27503.0,11386.0,43552.0,75770.0,2803526.0
Iowa,2003.0,52.0,65.0,405.0,27540.0,11815.0,45533.0,78647.0,2806004.0
Iowa,2004.0,35.0,83.0,411.0,26368.0,12318.0,47388.0,81906.0,2812023.0
Iowa,2005.0,39.0,74.0,393.0,27305.0,12699.0,49164.0,85616.0,2816975.0
Iowa,2006.0,32.0,72.0,429.0,26829.0,13243.0,51062.0,90031.0,2828308.0
Iowa,2007.0,47.0,80.0,434.0,26660.0,13910.0,52940.0,94830.0,2837532.0
Iowa,2008.0,60.0,93.0,465.0,27923.0,14455.0,54739.0,99622.0,2847918.0
Iowa,2009.0,37.0,97.0,447.0,26963.0,15048.0,57321.0,104045.0,2856456.0
Iowa,2010.0,41.0,88.0,489.0,27127.0,15428.0,59719.0,107203.0,2864005.0
Iowa,2011.0,55.0,131.0,482.0,27516.0,15919.0,62618.0,110753.0,2873019.0
Iowa,2012.0,47.0,154.0,507.0,27681.0,16069.0,65958.0,114463.0,2877696.0
Iowa,2013.0,48.0,147.0,542.0,28211.0,16772.0,69593.0,119604.0,2884447.0
Iowa,2014.0,50.0,154.0,550.0,28436.0,17264.0,75729.0,125162.0,2888971.0
Iowa,2015.0,57.0,139.0,520.0,28884.0,17737.0,80666.0,129926.0,2895570.0
Iowa,2016.0,61.0,167.0,652.0,28658.0,18021.0,86373.0,135448.0,2894851.0
Iowa,2017.0,69.0,197.0,673.0,29591.0,18375.0,90256.0,141575.0,2895505.0
Iowa,2018.0,75.0,182.0,660.0,29450.0,18872.0,94312.0,146954.0,2896007.0
Kansas,1999.0,127.0,84.0,1196.0,23065.0,28531.0,49690.0,164954.0,2435163.0
Kansas,2000.0,123.0,69.0,1277.0,23248.0,30923.0,52903.0,167269.0,2437323.0
Kansas,2001.0,134.0,73.0,1288.0,23152.0,31627.0,56109.0,169671.0,2444755.0
Kansas,2002.0,144.0,94.0,1313.0,23470.0,32562.0,59040.0,171790.0,2450143.0
Kansas,2003.0,143.0,108.0,1264.0,23078.0,33351.0,61822.0,173096.0,2454735.0
Kansas,2004.0,145.0,96.0,1280.0,22297.0,34199.0,63886.0,175310.0,2460978.0
Kansas,2005.0,233.0,121.0,1299.0,23029.0,35217.0,66128.0,176749.0,2467205.0
Kansas,2006.0,218.0,141.0,1346.0,22848.0,36071.0,67959.0,180509.0,2478392.0
Kansas,2007.0,247.0,116.0,1225.0,22903.0,36902.0,70412.0,183812.0,2492659.0
Kansas,2008.0,244.0,178.0,1264.0,23289.0,38037.0,73191.0,188485.0,2508363.0
Kansas,2009.0,206.0,156.0,1253.0,22409.0,39620.0,75929.0,192058.0,2525097.0
Kansas,2010.0,279.0,155.0,1222.0,22846.0,40661.0,78101.0,195412.0,2538944.0
Kansas,2011.0,233.0,173.0,1262.0,23448.0,41550.0,80650.0,199790.0,2549248.0
Kansas,2012.0,229.0,171.0,1276.0,23469.0,41738.0,83578.0,203096.0,2557493.0
Kansas,2013.0,271.0,231.0,1322.0,23590.0,42181.0,86520.0,205055.0,2560201.0
Kansas,2014.0,273.0,217.0,1349.0,23954.0,42628.0,90779.0,207381.0,2563233.0
Kansas,2015.0,278.0,208.0,1409.0,24769.0,42729.0,94539.0,209415.0,2564958.0
Kansas,2016.0,254.0,229.0,1422.0,24340.0,42527.0,96484.0,206845.0,2561433.0
Kansas,2017.0,279.0,268.0,1499.0,25017.0,42676.0,100376.0,207469.0,2562602.0
Kansas,2018.0,264.0,247.0,1540.0,25486.0,42942.0,102046.0,207156.0,2559361.0
Kentucky,1999.0,12.0,40.0,2680.0,36589.0,6917.0,30657.0,303644.0,3676835.0
Kentucky,2000.0,19.0,50.0,2710.0,36725.0,9684.0,34073.0,307871.0,3690141.0
Kentucky,2001.0,21.0,60.0,2630.0,37150.0,9844.0,36761.0,314168.0,3707359.0
Kentucky,2002.0,10.0,70.0,2701.0,37916.0,10073.0,39072.0,318571.0,3722159.0
Kentucky,2003.0,21.0,78.0,2690.0,37452.0,10228.0,41345.0,322254.0,3743343.0
Kentucky,2004.0,16.0,66.0,2563.0,36001.0,10673.0,43871.0,328546.0,3763011.0
Kentucky,2005.0,19.0,91.0,2589.0,37524.0,10999.0,46589.0,334402.0,3790752.0
Kentucky,2006.0,18.0,93.0,2708.0,37283.0,11268.0,48912.0,339736.0,3819323.0
Kentucky,2007.0,20.0,105.0,2691.0,37274.0,11737.0,51251.0,347061.0,3846623.0
Kentucky,2008.0,18.0,108.0,2536.0,38667.0,12060.0,53472.0,352036.0,3872310.0
Kentucky,2009.0,32.0,99.0,2702.0,38547.0,12486.0,55862.0,359228.0,3889498.0
Kentucky,2010.0,26.0,82.0,2636.0,39239.0,12914.0,57417.0,364148.0,3904888.0
Kentucky,2011.0,26.0,116.0,2641.0,39843.0,13277.0,59799.0,372115.0,3924165.0
Kentucky,2012.0,26.0,115.0,2707.0,40816.0,13169.0,63199.0,377606.0,3926441.0
Kentucky,2013.0,21.0,134.0,2651.0,40953.0,13261.0,66021.0,383114.0,3932899.0
Kentucky,2014.0,19.0,157.0,2729.0,41933.0,13554.0,69370.0,388837.0,3941696.0
Kentucky,2015.0,25.0,118.0,2923.0,43498.0,13791.0,72759.0,392826.0,3945716.0
Kentucky,2016.0,28.0,166.0,3119.0,44514.0,14090.0,75137.0,395083.0,3952664.0
Kentucky,2017.0,36.0,175.0,3063.0,44938.0,14049.0,79038.0,401334.0,3959768.0
Kentucky,2018.0,29.0,201.0,3181.0,45296.0,14239.0,82514.0,405485.0,3966164.0
Louisiana,1999.0,45.0,131.0,12697.0,28365.0,25856.0,57961.0,1461433.0,2915561.0
Louisiana,2000.0,62.0,157.0,12763.0,28156.0,28259.0,60389.0,1468317.0,2912011.0
Louisiana,2001.0,62.0,167.0,12997.0,28531.0,28851.0,62639.0,1475975.0,2910410.0
Louisiana,2002.0,71.0,170.0,12935.0,28808.0,29738.0,64986.0,1485575.0,2916968.0
Louisiana,2003.0,94.0,177.0,13197.0,29251.0,30540.0,67372.0,1496609.0,2926521.0
Louisiana,2004.0,72.0,176.0,13167.0,28800.0,31511.0,70005.0,1509822.0,2940900.0
Louisiana,2005.0,62.0,191.0,13831.0,30271.0,32391.0,72183.0,1521031.0,2951023.0
Louisiana,2006.0,83.0,158.0,12023.0,27781.0,31502.0,67609.0,1369467.0,2834087.0
Louisiana,2007.0,76.0,175.0,11789.0,27926.0,32681.0,70404.0,1411396.0,2861100.0
Louisiana,2008.0,89.0,195.0,12050.0,28886.0,34078.0,73385.0,1444476.0,2883647.0
Louisiana,2009.0,88.0,194.0,11984.0,28016.0,35174.0,76977.0,1468988.0,2910509.0
Louisiana,2010.0,94.0,212.0,11950.0,28411.0,36149.0,79380.0,1485375.0,2932468.0
Louisiana,2011.0,112.0,196.0,11803.0,28779.0,36756.0,82611.0,1506336.0,2949133.0
Louisiana,2012.0,114.0,199.0,12344.0,29663.0,37489.0,85517.0,1516716.0,2962171.0
Louisiana,2013.0,110.0,257.0,12832.0,30071.0,38148.0,88891.0,1526736.0,2971695.0
Louisiana,2014.0,98.0,252.0,13045.0,30474.0,38699.0,92110.0,1538168.0,2980699.0
Louisiana,2015.0,120.0,271.0,13298.0,30027.0,39057.0,95293.0,1546176.0,2990198.0
Louisiana,2016.0,114.0,247.0,13386.0,30559.0,39467.0,94612.0,1554167.0,2993420.0
Louisiana,2017.0,110.0,290.0,13679.0,31725.0,40081.0,96953.0,1558498.0,2988801.0
Louisiana,2018.0,142.0,333.0,13922.0,31651.0,40041.0,94045.0,1557173.0,2968719.0
Maine,1999.0,47.0,26.0,30.0,12158.0,7575.0,9712.0,7545.0,1241976.0
Maine,2000.0,52.0,21.0,25.0,12256.0,8226.0,10265.0,8720.0,1247712.0
Maine,2001.0,53.0,24.0,35.0,12309.0,8441.0,10910.0,9944.0,1256397.0
Maine,2002.0,53.0,25.0,23.0,12593.0,8685.0,11553.0,11105.0,1264617.0
Maine,2003.0,62.0,25.0,33.0,12420.0,8944.0,12129.0,12613.0,1272827.0
Maine,2004.0,53.0,28.0,42.0,12320.0,9109.0,12739.0,13758.0,1278082.0
Maine,2005.0,55.0,19.0,27.0,12767.0,9368.0,13241.0,15087.0,1281091.0
Maine,2006.0,55.0,26.0,34.0,12179.0,9568.0,13684.0,16243.0,1284124.0
Maine,2007.0,49.0,21.0,49.0,12374.0,9852.0,14021.0,17339.0,1285828.0
Maine,2008.0,65.0,18.0,40.0,12418.0,10144.0,14543.0,18505.0,1287317.0
Maine,2009.0,56.0,25.0,48.0,12465.0,10406.0,14888.0,19452.0,1284844.0
Maine,2010.0,58.0,17.0,42.0,12633.0,10499.0,15194.0,19674.0,1282994.0
Maine,2011.0,63.0,27.0,36.0,12875.0,10588.0,15767.0,20472.0,1281361.0
Maine,2012.0,43.0,35.0,51.0,12741.0,10583.0,16465.0,21376.0,1280768.0
Maine,2013.0,47.0,28.0,60.0,13412.0,10783.0,16582.0,22004.0,1278933.0
Maine,2014.0,63.0,33.0,46.0,13368.0,10913.0,17489.0,23257.0,1278430.0
Maine,2015.0,80.0,39.0,60.0,14300.0,10983.0,18167.0,23542.0,1276636.0
Maine,2016.0,74.0,36.0,62.0,14010.0,11147.0,18400.0,24452.0,1277480.0
Maine,2017.0,78.0,59.0,67.0,14472.0,11343.0,18522.0,25673.0,1280369.0
Maine,2018.0,94.0,56.0,79.0,14486.0,11496.0,18602.0,26619.0,1281687.0
Maryland,1999.0,67.0,488.0,11293.0,31241.0,18471.0,220863.0,1503532.0,3511643.0
Maryland,2000.0,93.0,551.0,11386.0,31723.0,19682.0,229606.0,1524783.0,3522415.0
Maryland,2001.0,72.0,536.0,11578.0,31653.0,21485.0,244833.0,1561491.0,3546882.0
Maryland,2002.0,79.0,518.0,11740.0,31633.0,23115.0,257597.0,1592833.0,3566844.0
Maryland,2003.0,75.0,585.0,11862.0,31977.0,24635.0,270259.0,1621856.0,3579519.0
Maryland,2004.0,73.0,626.0,11740.0,30793.0,26193.0,282937.0,1652016.0,3585789.0
Maryland,2005.0,53.0,690.0,11834.0,31315.0,27857.0,295829.0,1680707.0,3587986.0
Maryland,2006.0,52.0,757.0,11868.0,30905.0,29485.0,307699.0,1705298.0,3584885.0
Maryland,2007.0,45.0,720.0,11881.0,31111.0,31172.0,319141.0,1724204.0,3578891.0
Maryland,2008.0,48.0,748.0,11933.0,31163.0,32783.0,330748.0,1741767.0,3579667.0
Maryland,2009.0,38.0,795.0,11961.0,31049.0,34813.0,343110.0,1764644.0,3587821.0
Maryland,2010.0,26.0,861.0,11802.0,30636.0,36170.0,353335.0,1783183.0,3600864.0
Maryland,2011.0,33.0,894.0,11682.0,31136.0,36895.0,365437.0,1802494.0,3623463.0
Maryland,2012.0,62.0,939.0,11997.0,31479.0,37871.0,381025.0,1822097.0,3643570.0
Maryland,2013.0,48.0,980.0,12427.0,32234.0,38554.0,394078.0,1844337.0,3651845.0
Maryland,2014.0,60.0,1047.0,12604.0,32156.0,39188.0,411163.0,1868002.0,3658054.0
Maryland,2015.0,75.0,1140.0,13433.0,32599.0,39697.0,424047.0,1890111.0,3652546.0
Maryland,2016.0,62.0,1205.0,14107.0,33450.0,40343.0,428535.0,1907689.0,3639880.0
Maryland,2017.0,74.0,1250.0,14497.0,34105.0,41488.0,440915.0,1926348.0,3643426.0
Maryland,2018.0,68.0,1385.0,15050.0,34065.0,42282.0,439857.0,1932392.0,3628187.0
Massachusetts,1999.0,34.0,451.0,2066.0,53289.0,19709.0,247991.0,416891.0,5632754.0
Massachusetts,2000.0,28.0,467.0,2158.0,54028.0,20760.0,259574.0,426216.0,5642547.0
Massachusetts,2001.0,49.0,517.0,2265.0,53923.0,22400.0,278609.0,441594.0,5655031.0
Massachusetts,2002.0,38.0,530.0,2329.0,54031.0,23692.0,291477.0,453484.0,5648553.0
Massachusetts,2003.0,59.0,578.0,2415.0,53239.0,25049.0,302516.0,464146.0,5630854.0
Massachusetts,2004.0,55.0,540.0,2267.0,51649.0,26383.0,313272.0,472524.0,5600102.0
Massachusetts,2005.0,54.0,571.0,2318.0,50931.0,27724.0,323694.0,481830.0,5570042.0
Massachusetts,2006.0,49.0,635.0,2275.0,50491.0,29090.0,334515.0,492621.0,5553858.0
Massachusetts,2007.0,43.0,616.0,2256.0,50002.0,30534.0,345003.0,503993.0,5552029.0
Massachusetts,2008.0,57.0,696.0,2268.0,50497.0,32135.0,357575.0,517040.0,5562217.0
Massachusetts,2009.0,47.0,702.0,2313.0,49246.0,33879.0,371539.0,530509.0,5581686.0
Massachusetts,2010.0,47.0,751.0,2318.0,49467.0,35144.0,381023.0,539664.0,5591798.0
Massachusetts,2011.0,47.0,814.0,2385.0,50464.0,35772.0,393671.0,549080.0,5609013.0
Massachusetts,2012.0,59.0,817.0,2346.0,49955.0,36634.0,411033.0,564804.0,5633673.0
Massachusetts,2013.0,69.0,829.0,2497.0,51172.0,37505.0,426894.0,580805.0,5647620.0
Massachusetts,2014.0,79.0,1027.0,2529.0,51565.0,38416.0,450445.0,601765.0,5654782.0
Massachusetts,2015.0,61.0,1083.0,2618.0,54044.0,38904.0,471888.0,619655.0,5663975.0
Massachusetts,2016.0,89.0,1019.0,2872.0,52981.0,39331.0,480956.0,634682.0,5656810.0
Massachusetts,2017.0,83.0,1110.0,3006.0,54604.0,39944.0,500403.0,653142.0,5666330.0
Massachusetts,2018.0,77.0,1159.0,3124.0,54792.0,41038.0,521006.0,669506.0,5670599.0
Michigan,1999.0,396.0,313.0,12724.0,73799.0,71513.0,183623.0,1455082.0,8186898.0
Michigan,2000.0,392.0,326.0,12420.0,73815.0,74025.0,195651.0,1463500.0,8205268.0
Michigan,2001.0,446.0,336.0,12395.0,73247.0,74950.0,208508.0,1477489.0,8230173.0
Michigan,2002.0,401.0,351.0,12733.0,74310.0,76059.0,218778.0,1483051.0,8237822.0
Michigan,2003.0,403.0,387.0,12250.0,73688.0,77143.0,229627.0,1488590.0,8245792.0
Michigan,2004.0,406.0,424.0,12102.0,72237.0,78246.0,237897.0,1492884.0,8246288.0
Michigan,2005.0,423.0,423.0,12297.0,73724.0,79359.0,245606.0,1494262.0,8231910.0
Michigan,2006.0,459.0,439.0,12241.0,72903.0,80565.0,252099.0,1494911.0,8208506.0
Michigan,2007.0,424.0,448.0,12339.0,73510.0,81448.0,256664.0,1492428.0,8170744.0
Michigan,2008.0,404.0,435.0,12361.0,75245.0,82491.0,260068.0,1485681.0,8118649.0
Michigan,2009.0,446.0,464.0,11979.0,73566.0,83957.0,263190.0,1481101.0,8073343.0
Michigan,2010.0,423.0,451.0,12067.0,75080.0,85730.0,265830.0,1483261.0,8048819.0
Michigan,2011.0,491.0,492.0,12182.0,76343.0,86216.0,274926.0,1488254.0,8026791.0
Michigan,2012.0,495.0,547.0,12442.0,76417.0,87278.0,284131.0,1488275.0,8023676.0
Michigan,2013.0,509.0,590.0,12644.0,78665.0,88291.0,294647.0,1485621.0,8027063.0
Michigan,2014.0,532.0,605.0,12783.0,79994.0,88922.0,309905.0,1487623.0,8023427.0
Michigan,2015.0,547.0,664.0,13003.0,80926.0,89554.0,324446.0,1489718.0,8018858.0
Michigan,2016.0,587.0,717.0,13409.0,81518.0,90456.0,333893.0,1488644.0,8015307.0
Michigan,2017.0,558.0,758.0,13531.0,82755.0,91554.0,348202.0,1493499.0,8029056.0
Michigan,2018.0,572.0,746.0,13884.0,83701.0,92145.0,366543.0,1496029.0,8041198.0
Minnesota,1999.0,321.0,300.0,698.0,37218.0,59955.0,146159.0,182425.0,4484942.0
Minnesota,2000.0,359.0,298.0,712.0,36321.0,62673.0,155206.0,195026.0,4506574.0
Minnesota,2001.0,379.0,337.0,752.0,36267.0,64033.0,165126.0,208738.0,4544899.0
Minnesota,2002.0,365.0,315.0,769.0,37061.0,65300.0,172724.0,219791.0,4561120.0
Minnesota,2003.0,384.0,329.0,729.0,36178.0,66605.0,179550.0,231089.0,4576328.0
Minnesota,2004.0,397.0,343.0,803.0,35491.0,68115.0,186774.0,242890.0,4589934.0
Minnesota,2005.0,384.0,373.0,852.0,35926.0,70018.0,194207.0,254634.0,4600739.0
Minnesota,2006.0,402.0,416.0,890.0,35320.0,71771.0,202595.0,268698.0,4620491.0
Minnesota,2007.0,427.0,392.0,971.0,35348.0,73720.0,211024.0,282436.0,4640023.0
Minnesota,2008.0,389.0,494.0,959.0,36657.0,75748.0,219151.0,294544.0,4657575.0
Minnesota,2009.0,454.0,518.0,892.0,35987.0,76722.0,226790.0,304750.0,4672941.0
Minnesota,2010.0,434.0,536.0,926.0,37076.0,78005.0,232323.0,311471.0,4682126.0
Minnesota,2011.0,463.0,507.0,984.0,37866.0,78981.0,240575.0,319140.0,4706165.0
Minnesota,2012.0,486.0,526.0,1095.0,37909.0,79665.0,250828.0,332106.0,4716540.0
Minnesota,2013.0,490.0,607.0,1176.0,38714.0,81661.0,260868.0,343718.0,4734133.0
Minnesota,2014.0,555.0,615.0,1217.0,39058.0,82815.0,273756.0,357154.0,4743448.0
Minnesota,2015.0,586.0,667.0,1330.0,40217.0,84122.0,285588.0,366862.0,4753022.0
Minnesota,2016.0,598.0,649.0,1376.0,40455.0,85051.0,290391.0,383880.0,4760630.0
Minnesota,2017.0,660.0,759.0,1456.0,41496.0,86751.0,303639.0,406448.0,4779768.0
Minnesota,2018.0,613.0,786.0,1583.0,41763.0,88043.0,308651.0,423054.0,4791431.0
Mississippi,1999.0,69.0,44.0,9318.0,18754.0,10521.0,18799.0,1038253.0,1760835.0
Mississippi,2000.0,77.0,44.0,9237.0,19296.0,12565.0,20898.0,1041069.0,1770126.0
Mississippi,2001.0,65.0,59.0,9263.0,18872.0,12915.0,21868.0,1046375.0,1771836.0
Mississippi,2002.0,79.0,65.0,9477.0,19232.0,13412.0,22779.0,1049194.0,1773296.0
Mississippi,2003.0,81.0,47.0,9209.0,19152.0,13982.0,23693.0,1053803.0,1776834.0
Mississippi,2004.0,63.0,70.0,8948.0,18790.0,14595.0,24826.0,1062637.0,1786952.0
Mississippi,2005.0,95.0,75.0,9387.0,19639.0,15124.0,25950.0,1070369.0,1794500.0
Mississippi,2006.0,80.0,72.0,9405.0,19007.0,15686.0,26234.0,1080399.0,1782659.0
Mississippi,2007.0,96.0,60.0,9203.0,18896.0,16153.0,27414.0,1092496.0,1792287.0
Mississippi,2008.0,81.0,68.0,9331.0,19504.0,16752.0,28439.0,1103216.0,1799399.0
Mississippi,2009.0,97.0,64.0,9099.0,19015.0,17199.0,29588.0,1108721.0,1803266.0
Mississippi,2010.0,76.0,66.0,9078.0,19745.0,17680.0,30055.0,1115323.0,1804239.0
Mississippi,2011.0,108.0,79.0,9059.0,20032.0,18033.0,31827.0,1125114.0,1803538.0
Mississippi,2012.0,101.0,84.0,9323.0,20036.0,18376.0,32134.0,1129882.0,1804534.0
Mississippi,2013.0,92.0,101.0,9606.0,20904.0,18298.0,33731.0,1133698.0,1805480.0
Mississippi,2014.0,96.0,104.0,9565.0,20792.0,18425.0,34710.0,1137829.0,1803115.0
Mississippi,2015.0,110.0,112.0,9832.0,21729.0,18685.0,36052.0,1140310.0,1797286.0
Mississippi,2016.0,106.0,119.0,9990.0,21526.0,18892.0,36333.0,1142681.0,1790820.0
Mississippi,2017.0,120.0,123.0,10319.0,21718.0,19128.0,36944.0,1142650.0,1785378.0
Mississippi,2018.0,113.0,134.0,10516.0,21538.0,19350.0,36705.0,1145398.0,1785077.0
Missouri,1999.0,93.0,128.0,5798.0,49912.0,27852.0,67104.0,642019.0,4824973.0
Missouri,2000.0,88.0,110.0,5538.0,49129.0,31876.0,71869.0,649528.0,4841938.0
Missouri,2001.0,97.0,140.0,5541.0,49204.0,32290.0,77246.0,661223.0,4870383.0
Missouri,2002.0,72.0,186.0,5680.0,50002.0,32762.0,81665.0,669160.0,4891238.0
Missouri,2003.0,81.0,172.0,5734.0,49595.0,33409.0,85814.0,676844.0,4913336.0
Missouri,2004.0,106.0,188.0,5595.0,48061.0,34237.0,90446.0,685468.0,4937590.0
Missouri,2005.0,102.0,189.0,5602.0,48763.0,34909.0,95260.0,694231.0,4965900.0
Missouri,2006.0,116.0,206.0,5757.0,48602.0,35654.0,100398.0,704464.0,5002188.0
Missouri,2007.0,102.0,231.0,5658.0,48175.0,36498.0,104971.0,712454.0,5033689.0
Missouri,2008.0,94.0,130.0,5441.0,50913.0,37457.0,109200.0,719723.0,5057536.0
Missouri,2009.0,103.0,148.0,5178.0,48834.0,38256.0,113258.0,728187.0,5081387.0
Missouri,2010.0,118.0,243.0,5465.0,49455.0,39044.0,116838.0,734657.0,5098388.0
Missouri,2011.0,88.0,270.0,5408.0,50082.0,39884.0,120243.0,740525.0,5110036.0
Missouri,2012.0,118.0,298.0,5645.0,50033.0,40330.0,125004.0,743924.0,5112730.0
Missouri,2013.0,121.0,326.0,5740.0,51257.0,40944.0,129269.0,749790.0,5124168.0
Missouri,2014.0,121.0,271.0,6024.0,51904.0,41753.0,135919.0,755768.0,5130149.0
Missouri,2015.0,117.0,333.0,6190.0,53231.0,42593.0,141960.0,761321.0,5137798.0
Missouri,2016.0,107.0,352.0,6396.0,53018.0,43008.0,142940.0,765154.0,5141898.0
Missouri,2017.0,126.0,325.0,6799.0,54626.0,43943.0,148084.0,768926.0,5152579.0
Missouri,2018.0,150.0,402.0,7052.0,55513.0,44429.0,153584.0,772024.0,5156415.0
Montana,1999.0,430.0,17.0,15.0,7666.0,58604.0,5013.0,3110.0,830780.0
Montana,2000.0,369.0,14.0,20.0,7693.0,60001.0,5754.0,3973.0,832467.0
Montana,2001.0,388.0,12.0,13.0,7852.0,60827.0,6183.0,4510.0,835441.0
Montana,2002.0,437.0,17.0,17.0,8035.0,61507.0,6342.0,4845.0,838973.0
Montana,2003.0,417.0,23.0,21.0,8006.0,62325.0,6496.0,5223.0,845586.0
Montana,2004.0,437.0,19.0,11.0,7627.0,63172.0,6809.0,5611.0,854417.0
Montana,2005.0,441.0,15.0,17.0,8055.0,64369.0,6973.0,5844.0,862916.0
Montana,2006.0,488.0,18.0,19.0,7947.0,65146.0,7265.0,6227.0,874054.0
Montana,2007.0,454.0,20.0,15.0,8135.0,66288.0,7519.0,6460.0,884439.0
Montana,2008.0,483.0,27.0,18.0,8385.0,67202.0,7749.0,6665.0,894799.0
Montana,2009.0,488.0,25.0,16.0,8201.0,68342.0,8103.0,6917.0,900620.0
Montana,2010.0,480.0,15.0,24.0,8308.0,69329.0,8051.0,6917.0,905118.0
Montana,2011.0,506.0,19.0,13.0,8577.0,70075.0,8659.0,8421.0,911044.0
Montana,2012.0,555.0,27.0,22.0,8372.0,71293.0,9142.0,8849.0,915857.0
Montana,2013.0,569.0,24.0,32.0,8886.0,72458.0,9721.0,9230.0,923756.0
Montana,2014.0,577.0,27.0,27.0,8750.0,73410.0,10317.0,9626.0,930226.0
Montana,2015.0,656.0,35.0,40.0,9211.0,74383.0,10741.0,9958.0,937867.0
Montana,2016.0,604.0,32.0,36.0,9233.0,75653.0,10737.0,9806.0,946324.0
Montana,2017.0,696.0,34.0,30.0,9440.0,76587.0,11123.0,10081.0,952702.0
Montana,2018.0,688.0,33.0,40.0,9231.0,77367.0,12157.0,10321.0,962460.0
Nebraska,1999.0,125.0,26.0,468.0,14960.0,15408.0,22594.0,72024.0,1594738.0
Nebraska,2000.0,90.0,45.0,484.0,14373.0,16961.0,24931.0,74476.0,1594895.0
Nebraska,2001.0,107.0,45.0,475.0,14547.0,17791.0,26442.0,76777.0,1598826.0
Nebraska,2002.0,108.0,43.0,476.0,15111.0,18469.0,27912.0,78371.0,1603540.0
Nebraska,2003.0,100.0,41.0,515.0,14809.0,19226.0,29290.0,80408.0,1609719.0
Nebraska,2004.0,94.0,43.0,493.0,14027.0,20080.0,30595.0,82391.0,1616304.0
Nebraska,2005.0,124.0,53.0,487.0,14299.0,21032.0,31749.0,84487.0,1624229.0
Nebraska,2006.0,124.0,55.0,476.0,14244.0,22180.0,32835.0,86994.0,1630684.0
Nebraska,2007.0,110.0,54.0,554.0,14545.0,23161.0,34018.0,89065.0,1637196.0
Nebraska,2008.0,91.0,38.0,516.0,14816.0,24651.0,35366.0,91900.0,1644461.0
Nebraska,2009.0,86.0,60.0,524.0,14140.0,25202.0,36770.0,94396.0,1656315.0
Nebraska,2010.0,93.0,68.0,534.0,14476.0,25887.0,37996.0,96172.0,1666286.0
Nebraska,2011.0,124.0,61.0,532.0,14759.0,26313.0,39726.0,98120.0,1678482.0
Nebraska,2012.0,109.0,85.0,579.0,14886.0,26809.0,41512.0,100174.0,1687030.0
Nebraska,2013.0,107.0,76.0,560.0,15011.0,27637.0,43805.0,102463.0,1694611.0
Nebraska,2014.0,125.0,85.0,537.0,15231.0,28347.0,46590.0,104828.0,1701738.0
Nebraska,2015.0,114.0,92.0,588.0,15946.0,29200.0,50140.0,106950.0,1709900.0
Nebraska,2016.0,123.0,128.0,661.0,15305.0,30045.0,53143.0,108122.0,1715806.0
Nebraska,2017.0,119.0,107.0,630.0,16022.0,30837.0,55809.0,111036.0,1722394.0
Nebraska,2018.0,126.0,111.0,669.0,15998.0,31622.0,58440.0,113369.0,1725837.0
