,,Deaths,Deaths,Deaths,Deaths,Population,Population,Population,Population
Race,,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White,American Indian or Alaska Native,Asian or Pacific Islander,Black or African American,White
State,Year,,,,,,,,
Tennessee,2000.0,21.0,128.0,8621.0,46476.0,17384.0,64416.0,950101.0,4657382.0
Tennessee,2001.0,32.0,137.0,8342.0,46640.0,18369.0,68608.0,967178.0,4696634.0
Tennessee,2002.0,32.0,164.0,8515.0,47895.0,19274.0,72591.0,980256.0,4723797.0
Tennessee,2003.0,28.0,149.0,8529.0,48607.0,20160.0,76668.0,993443.0,4757541.0
Tennessee,2004.0,30.0,162.0,8192.0,47445.0,21280.0,81290.0,1009077.0,4799162.0
Tennessee,2005.0,56.0,186.0,8540.0,48478.0,22303.0,86159.0,1026372.0,4856223.0
Tennessee,2006.0,41.0,184.0,8481.0,48132.0,23415.0,91243.0,1047600.0,4926508.0
Tennessee,2007.0,44.0,198.0,8370.0,48475.0,25402.0,96100.0,1062187.0,4992038.0
Tennessee,2008.0,49.0,194.0,8322.0,50255.0,26659.0,99772.0,1074684.0,5046296.0
Tennessee,2009.0,51.0,223.0,8222.0,49792.0,27852.0,103812.0,1087674.0,5086681.0
Tennessee,2010.0,42.0,231.0,8232.0,51073.0,28397.0,106644.0,1097940.0,5113124.0
Tennessee,2011.0,42.0,209.0,8230.0,52060.0,28941.0,110736.0,1114647.0,5149029.0
Tennessee,2012.0,62.0,250.0,8307.0,53337.0,29441.0,116671.0,1131376.0,5178755.0
Tennessee,2013.0,50.0,262.0,8656.0,54438.0,30073.0,121063.0,1142045.0,5202797.0
Tennessee,2014.0,57.0,261.0,8795.0,55548.0,31101.0,127587.0,1155583.0,5235081.0
Tennessee,2015.0,58.0,302.0,9048.0,57162.0,31828.0,133060.0,1167771.0,5267640.0
Tennessee,2016.0,66.0,329.0,9527.0,57935.0,32339.0,136497.0,1177064.0,5305294.0
Tennessee,2017.0,67.0,337.0,9636.0,60056.0,33382.0,142118.0,1189804.0,5350680.0
Tennessee,2018.0,74.0,414.0,10074.0,60516.0,34346.0,145794.0,1198663.0,5391207.0
Texas,1999.0,122.0,1148.0,18253.0,127335.0,135363.0,602951.0,2461293.0,17358613.0
Texas,2000.0,140.0,1201.0,18479.0,130119.0,152111.0,634472.0,2489759.0,17575478.0
Texas,2001.0,142.0,1276.0,19021.0,132340.0,161234.0,684712.0,2551645.0,17922031.0
Texas,2002.0,143.0,1342.0,19286.0,134753.0,169564.0,726265.0,2602237.0,18192259.0
Texas,2003.0,192.0,1455.0,19335.0,133888.0,178367.0,764885.0,2646739.0,18440940.0
Texas,2004.0,169.0,1530.0,19123.0,132048.0,188400.0,802430.0,2697339.0,18705854.0
Texas,2005.0,166.0,1673.0,19448.0,135170.0,199396.0,844072.0,2753898.0,18980757.0
Texas,2006.0,277.0,1713.0,19385.0,135775.0,212915.0,895701.0,2904002.0,19346962.0
Texas,2007.0,260.0,1854.0,19568.0,138866.0,227411.0,948153.0,2962118.0,19694301.0
Texas,2008.0,233.0,1896.0,19305.0,143480.0,243884.0,1000104.0,3027152.0,20037899.0
Texas,2009.0,200.0,1975.0,19949.0,141125.0,261852.0,1051726.0,3101293.0,20386890.0
Texas,2010.0,243.0,2036.0,19959.0,144289.0,275981.0,1088578.0,3156011.0,20624991.0
Texas,2011.0,220.0,2406.0,20481.0,145533.0,289314.0,1133209.0,3231968.0,21020190.0
Texas,2012.0,243.0,2590.0,20867.0,150487.0,292064.0,1192519.0,3313287.0,21261333.0
Texas,2013.0,239.0,2854.0,21512.0,154578.0,296644.0,1252181.0,3386416.0,21512952.0
Texas,2014.0,283.0,3031.0,22388.0,158210.0,302757.0,1331159.0,3471829.0,21851213.0
Texas,2015.0,314.0,3302.0,23359.0,162679.0,309742.0,1412908.0,3557565.0,22188899.0
Texas,2016.0,317.0,3499.0,24080.0,164070.0,313507.0,1467555.0,3634085.0,22447449.0
Texas,2017.0,314.0,3902.0,24931.0,168959.0,318447.0,1540052.0,3717259.0,22728838.0
Texas,2018.0,348.0,4087.0,25474.0,172302.0,322926.0,1614008.0,3803248.0,22961663.0
Utah,1999.0,138.0,163.0,73.0,11684.0,32689.0,56931.0,21374.0,2092488.0
Utah,2000.0,108.0,163.0,77.0,12016.0,33733.0,59348.0,23063.0,2117025.0
Utah,2001.0,118.0,181.0,90.0,12273.0,34428.0,63224.0,25050.0,2161013.0
Utah,2002.0,140.0,172.0,95.0,12709.0,35334.0,66002.0,26645.0,2196834.0
Utah,2003.0,148.0,153.0,102.0,13009.0,35962.0,68652.0,27680.0,2227843.0
Utah,2004.0,115.0,147.0,78.0,12991.0,36748.0,71531.0,29165.0,2264136.0
Utah,2005.0,120.0,233.0,111.0,12968.0,37974.0,74665.0,31217.0,2313863.0
Utah,2006.0,140.0,226.0,85.0,13313.0,39434.0,78392.0,33424.0,2374257.0
Utah,2007.0,177.0,224.0,95.0,13647.0,41360.0,82365.0,36225.0,2437796.0
Utah,2008.0,147.0,245.0,106.0,13542.0,43023.0,86772.0,38231.0,2495003.0
Utah,2009.0,144.0,232.0,108.0,13654.0,44616.0,91122.0,40659.0,2547024.0
Utah,2010.0,163.0,262.0,114.0,14237.0,46034.0,93935.0,42194.0,2581722.0
Utah,2011.0,172.0,278.0,120.0,14696.0,47656.0,98908.0,45028.0,2625630.0
Utah,2012.0,182.0,285.0,109.0,15100.0,47743.0,102724.0,46356.0,2658464.0
Utah,2013.0,181.0,329.0,132.0,15724.0,48912.0,106448.0,48253.0,2697259.0
Utah,2014.0,211.0,349.0,125.0,16034.0,50490.0,111790.0,50205.0,2730417.0
Utah,2015.0,190.0,336.0,114.0,16694.0,52088.0,117854.0,51263.0,2774714.0
Utah,2016.0,194.0,357.0,151.0,17211.0,53720.0,122084.0,53098.0,2822315.0
Utah,2017.0,202.0,370.0,172.0,17291.0,53958.0,126054.0,55468.0,2866353.0
Utah,2018.0,255.0,396.0,173.0,17530.0,55230.0,133800.0,58537.0,2913538.0
Vermont,1999.0,,,12.0,4971.0,,,3535.0,593357.0
Vermont,2000.0,,13.0,,5099.0,,5736.0,,595963.0
Vermont,2001.0,,,,5179.0,,,,598383.0
Vermont,2002.0,,,16.0,5049.0,,,4945.0,600887.0
Vermont,2003.0,,,,5101.0,,,,602530.0
Vermont,2004.0,,,10.0,4978.0,,,5862.0,603896.0
Vermont,2005.0,,,14.0,5037.0,,,6377.0,604380.0
Vermont,2006.0,10.0,,18.0,5015.0,3019.0,,6911.0,605116.0
Vermont,2007.0,,14.0,11.0,5147.0,,8230.0,7264.0,604985.0
Vermont,2008.0,,,21.0,5174.0,,,7759.0,605092.0
Vermont,2009.0,,11.0,18.0,4998.0,,8606.0,8372.0,604741.0
Vermont,2010.0,,15.0,17.0,5340.0,,8713.0,8368.0,605609.0
Vermont,2011.0,,16.0,14.0,5395.0,,9191.0,8889.0,605260.0
Vermont,2012.0,,18.0,32.0,5437.0,,9628.0,9018.0,604354.0
Vermont,2013.0,,20.0,27.0,5586.0,,9719.0,9587.0,604251.0
Vermont,2014.0,,13.0,25.0,5576.0,,10584.0,10025.0,602857.0
Vermont,2015.0,10.0,27.0,23.0,5859.0,3124.0,11125.0,10569.0,601224.0
Vermont,2016.0,11.0,30.0,31.0,5837.0,3200.0,11971.0,10612.0,598811.0
Vermont,2017.0,13.0,21.0,41.0,5932.0,3162.0,12234.0,11014.0,597247.0
Vermont,2018.0,12.0,18.0,26.0,5971.0,3225.0,13501.0,11373.0,598200.0
Virginia,1999.0,67.0,563.0,11768.0,42922.0,21741.0,273732.0,1422517.0,5282184.0
Virginia,2000.0,58.0,596.0,11760.0,43868.0,25743.0,289647.0,1438727.0,5324398.0
Virginia,2001.0,45.0,649.0,11749.0,43837.0,27837.0,313207.0,1462901.0,5394417.0
Virginia,2002.0,39.0,685.0,11757.0,44715.0,29806.0,332353.0,1480645.0,5444069.0
Virginia,2003.0,51.0,771.0,12163.0,45297.0,31689.0,351495.0,1496240.0,5487553.0
Virginia,2004.0,54.0,764.0,11814.0,43918.0,33746.0,372253.0,1519571.0,5550005.0
Virginia,2005.0,55.0,830.0,11853.0,45117.0,35677.0,394694.0,1541027.0,5605707.0
Virginia,2006.0,60.0,855.0,11725.0,45050.0,37767.0,415502.0,1565510.0,5654946.0
Virginia,2007.0,47.0,919.0,12032.0,45227.0,39779.0,435854.0,1583256.0,5692111.0
Virginia,2008.0,68.0,987.0,11952.0,46093.0,41989.0,455516.0,1602530.0,5733461.0
Virginia,2009.0,76.0,999.0,11799.0,45779.0,44517.0,475414.0,1623781.0,5782225.0
Virginia,2010.0,81.0,1034.0,11786.0,46131.0,46443.0,492031.0,1640836.0,5821714.0
Virginia,2011.0,99.0,1084.0,11829.0,47792.0,47536.0,510912.0,1664318.0,5873838.0
Virginia,2012.0,77.0,1197.0,12061.0,48229.0,48806.0,533764.0,1679707.0,5923590.0
Virginia,2013.0,76.0,1245.0,12365.0,49030.0,50132.0,554117.0,1695095.0,5961061.0
Virginia,2014.0,79.0,1355.0,12530.0,49634.0,51147.0,577726.0,1711801.0,5985615.0
Virginia,2015.0,110.0,1395.0,12774.0,51298.0,50911.0,598807.0,1729691.0,6003584.0
Virginia,2016.0,105.0,1525.0,13298.0,51545.0,50896.0,608678.0,1741448.0,6010786.0
Virginia,2017.0,134.0,1624.0,13810.0,53011.0,51489.0,630376.0,1760262.0,6027893.0
Virginia,2018.0,113.0,1692.0,14027.0,53527.0,52140.0,646251.0,1773427.0,6045867.0
Washington,1999.0,540.0,1065.0,1148.0,41112.0,110034.0,371604.0,222319.0,5138607.0
Washington,2000.0,519.0,1088.0,1097.0,41237.0,112006.0,385181.0,230096.0,5166838.0
Washington,2001.0,576.0,1212.0,1064.0,41790.0,115121.0,408480.0,239036.0,5223085.0
Washington,2002.0,573.0,1332.0,1138.0,42295.0,117689.0,426682.0,245869.0,5262109.0
Washington,2003.0,635.0,1404.0,1213.0,42668.0,120618.0,443413.0,250925.0,5289159.0
Washington,2004.0,592.0,1379.0,1079.0,41720.0,124543.0,461698.0,257470.0,5334934.0
Washington,2005.0,639.0,1444.0,1246.0,42874.0,127959.0,481562.0,264736.0,5383048.0
Washington,2006.0,674.0,1576.0,1290.0,42580.0,131727.0,505829.0,275137.0,5458060.0
Washington,2007.0,681.0,1541.0,1283.0,43818.0,136097.0,527842.0,283382.0,5514266.0
Washington,2008.0,755.0,1742.0,1321.0,44809.0,140912.0,549453.0,294548.0,5577318.0
Washington,2009.0,739.0,1743.0,1289.0,44499.0,144735.0,571869.0,305941.0,5644881.0
Washington,2010.0,819.0,1781.0,1313.0,44233.0,147822.0,585845.0,310869.0,5680004.0
Washington,2011.0,766.0,1925.0,1335.0,45665.0,150334.0,606556.0,324542.0,5748606.0
Washington,2012.0,791.0,1899.0,1381.0,46034.0,152328.0,632347.0,333148.0,5779189.0
Washington,2013.0,828.0,2097.0,1449.0,46890.0,155662.0,654999.0,344242.0,5816503.0
Washington,2014.0,836.0,2168.0,1517.0,47578.0,159484.0,684889.0,355573.0,5861584.0
Washington,2015.0,859.0,2368.0,1654.0,49714.0,163021.0,717568.0,366391.0,5923371.0
Washington,2016.0,935.0,2446.0,1674.0,49714.0,166151.0,743134.0,376367.0,6002348.0
Washington,2017.0,970.0,2714.0,1787.0,51524.0,169752.0,783704.0,387793.0,6064494.0
Washington,2018.0,1000.0,2817.0,1810.0,51250.0,173187.0,830775.0,403402.0,6128227.0
West Virginia,1999.0,,12.0,702.0,20331.0,,9403.0,59775.0,1740096.0
West Virginia,2000.0,,10.0,622.0,20477.0,,10619.0,60889.0,1732909.0
West Virginia,2001.0,,10.0,671.0,20280.0,,11057.0,61171.0,1725478.0
West Virginia,2002.0,,12.0,649.0,20351.0,,11346.0,61832.0,1728416.0
West Virginia,2003.0,,,689.0,20606.0,,,62866.0,1733784.0
West Virginia,2004.0,,14.0,623.0,20153.0,,12299.0,63682.0,1736570.0
West Virginia,2005.0,,,642.0,20124.0,,,64664.0,1739381.0
West Virginia,2006.0,10.0,,620.0,20033.0,4013.0,,66217.0,1744654.0
West Virginia,2007.0,,25.0,692.0,20360.0,,13354.0,67505.0,1749103.0
West Virginia,2008.0,,25.0,659.0,20864.0,,13671.0,68836.0,1753592.0
West Virginia,2009.0,10.0,38.0,651.0,20687.0,4260.0,14146.0,70465.0,1758904.0
West Virginia,2010.0,15.0,27.0,589.0,20644.0,4162.0,14282.0,71260.0,1763290.0
West Virginia,2011.0,12.0,19.0,653.0,21183.0,4269.0,15195.0,73596.0,1762304.0
West Virginia,2012.0,12.0,27.0,689.0,21187.0,4279.0,15608.0,73967.0,1761559.0
West Virginia,2013.0,,41.0,650.0,21144.0,,16238.0,75151.0,1758444.0
West Virginia,2014.0,18.0,22.0,632.0,21514.0,4608.0,16860.0,75917.0,1752941.0
West Virginia,2015.0,,31.0,706.0,22007.0,,17474.0,76375.0,1745625.0
West Virginia,2016.0,12.0,27.0,723.0,21970.0,4685.0,17463.0,75405.0,1733549.0
West Virginia,2017.0,,53.0,681.0,22533.0,,17127.0,74674.0,1719416.0
West Virginia,2018.0,,51.0,730.0,22688.0,,17410.0,75210.0,1708531.0
Wisconsin,1999.0,255.0,181.0,1720.0,44516.0,50536.0,92311.0,315230.0,4874589.0
Wisconsin,2000.0,246.0,165.0,1901.0,44149.0,53095.0,97350.0,322099.0,4891131.0
Wisconsin,2001.0,271.0,205.0,1764.0,44388.0,54118.0,103055.0,331554.0,4918108.0
Wisconsin,2002.0,293.0,191.0,1865.0,44632.0,55528.0,107700.0,339499.0,4942435.0
Wisconsin,2003.0,306.0,240.0,1966.0,43665.0,56937.0,112146.0,346353.0,4963767.0
Wisconsin,2004.0,341.0,216.0,1955.0,43088.0,58298.0,116408.0,352749.0,4986571.0
Wisconsin,2005.0,380.0,228.0,2062.0,44039.0,59895.0,120677.0,359771.0,5005823.0
Wisconsin,2006.0,315.0,224.0,2101.0,43513.0,61283.0,125123.0,367132.0,5024117.0
Wisconsin,2007.0,362.0,271.0,2129.0,43479.0,63113.0,129485.0,374709.0,5043468.0
Wisconsin,2008.0,370.0,281.0,2060.0,44104.0,64716.0,134081.0,381998.0,5060201.0
Wisconsin,2009.0,366.0,246.0,2103.0,42982.0,66166.0,138569.0,389316.0,5075213.0
Wisconsin,2010.0,383.0,262.0,2241.0,44422.0,67724.0,141521.0,394478.0,5083263.0
Wisconsin,2011.0,372.0,263.0,2227.0,45548.0,68745.0,146661.0,399745.0,5096616.0
Wisconsin,2012.0,445.0,327.0,2327.0,45285.0,69805.0,151314.0,403754.0,5101525.0
Wisconsin,2013.0,407.0,375.0,2425.0,46819.0,71020.0,156172.0,407587.0,5107934.0
Wisconsin,2014.0,424.0,340.0,2433.0,47094.0,72155.0,163934.0,411489.0,5109986.0
Wisconsin,2015.0,423.0,408.0,2521.0,47912.0,73079.0,171414.0,415631.0,5111213.0
Wisconsin,2016.0,419.0,414.0,2768.0,48214.0,73825.0,175761.0,417195.0,5111927.0
Wisconsin,2017.0,450.0,431.0,2851.0,48949.0,75021.0,181101.0,422159.0,5117202.0
Wisconsin,2018.0,507.0,453.0,2899.0,49825.0,75987.0,189159.0,427026.0,5121396.0
Wyoming,1999.0,73.0,,24.0,3937.0,11689.0,,4250.0,472739.0
Wyoming,2000.0,79.0,,21.0,3811.0,12260.0,,4701.0,473335.0
Wyoming,2001.0,85.0,13.0,21.0,3910.0,12646.0,3732.0,5030.0,473249.0
Wyoming,2002.0,100.0,,10.0,4056.0,12905.0,,5234.0,477938.0
Wyoming,2003.0,103.0,14.0,26.0,4029.0,13013.0,4094.0,5386.0,480960.0
Wyoming,2004.0,81.0,11.0,28.0,3835.0,13333.0,4251.0,5634.0,485888.0
Wyoming,2005.0,61.0,,21.0,4008.0,13608.0,,5845.0,490272.0
Wyoming,2006.0,118.0,12.0,20.0,4161.0,14140.0,4762.0,6055.0,497710.0
Wyoming,2007.0,91.0,14.0,23.0,4138.0,14709.0,4955.0,6455.0,508757.0
Wyoming,2008.0,102.0,10.0,31.0,4084.0,15245.0,5239.0,6502.0,519057.0
Wyoming,2009.0,107.0,13.0,21.0,4142.0,15669.0,5607.0,7133.0,531442.0
Wyoming,2010.0,104.0,14.0,27.0,4293.0,15847.0,5699.0,6917.0,535163.0
Wyoming,2011.0,99.0,19.0,27.0,4242.0,16184.0,6071.0,8052.0,537851.0
Wyoming,2012.0,154.0,12.0,32.0,4283.0,16450.0,6359.0,10665.0,542938.0
Wyoming,2013.0,113.0,17.0,31.0,4355.0,16710.0,6791.0,12439.0,546718.0
Wyoming,2014.0,113.0,18.0,33.0,4502.0,17061.0,7122.0,11459.0,548511.0
Wyoming,2015.0,120.0,20.0,32.0,4606.0,17347.0,7446.0,10767.0,550547.0
Wyoming,2016.0,118.0,17.0,30.0,4557.0,17287.0,7256.0,10293.0,550665.0
Wyoming,2017.0,123.0,15.0,27.0,4603.0,17327.0,7191.0,10016.0,544781.0
Wyoming,2018.0,111.0,13.0,35.0,4911.0,17473.0,7560.0,10221.0,542483.0
