,,Deaths,Deaths,Population,Population,,
Gender,,Female,Male,Female,Male,,
State,Year,Fem_Dth,Male_Dth,Fem_Pop,Male_Pop,Fem_Dth_Rate,Male_Dth_Rate
North Carolina,2005,38098,36540,4457189,4248218,0.00854754,0.008601254
North Carolina,2006,37672,37044,4563152,4354118,0.008255697,0.008507808
North Carolina,2007,38398,37648,4677313,4440724,0.008209414,0.008477897
North Carolina,2008,39109,38174,4771376,4538073,0.008196587,0.00841194
North Carolina,2009,38774,38343,4846501,4603065,0.008000411,0.008329885
North Carolina,2010,39541,39232,4889991,4645492,0.008086109,0.008445177
North Carolina,2011,40240,39642,4952679,4703722,0.008124896,0.008427794
North Carolina,2012,41443,40482,4999175,4752898,0.008289968,0.00851733
North Carolina,2013,41750,41579,5047448,4800612,0.008271507,0.008661187
North Carolina,2014,42488,42879,5099371,4844593,0.008332008,0.008850898
North Carolina,2015,44589,44544,5150777,4892025,0.008656752,0.009105432
North Carolina,2016,44868,45597,5213836,4932952,0.008605564,0.00924335
North Carolina,2017,46071,47086,5271981,5001438,0.00873884,0.009414492
North Carolina,2018,45742,48143,5332759,5050861,0.008577549,0.009531642
North Dakota,1999,3058,3045,322617,321642,0.009478732,0.009467047
North Dakota,2000,2876,2980,321676,320524,0.008940673,0.009297276
North Dakota,2001,3027,3021,319787,319275,0.009465676,0.009462062
North Dakota,2002,2982,2910,319017,319151,0.009347464,0.009117941
North Dakota,2003,3058,3032,318896,319921,0.009589333,0.00947734
North Dakota,2004,2805,2796,321008,323697,0.0087381,0.008637707
North Dakota,2005,2883,2861,321543,324546,0.008966141,0.008815391
North Dakota,2006,2914,2954,322583,326839,0.009033334,0.009038089
North Dakota,2007,2811,2750,324066,328756,0.008674159,0.008364866
North Dakota,2008,2869,3002,326131,331438,0.008797078,0.009057501
North Dakota,2009,2923,2991,329674,335294,0.008866335,0.008920529
North Dakota,2010,2955,2989,332727,339864,0.008881155,0.008794694
North Dakota,2011,2906,3059,337662,346270,0.008606239,0.008834147
North Dakota,2012,3051,2987,343886,355742,0.008872126,0.008396535
North Dakota,2013,3042,3191,353392,370001,0.008608005,0.008624301
North Dakota,2014,3080,3104,360463,379019,0.008544566,0.008189563
North Dakota,2015,3038,3185,368074,388853,0.008253775,0.008190756
North Dakota,2016,3080,3162,368978,388974,0.008347381,0.008129078
North Dakota,2017,3152,3263,368094,387299,0.00856303,0.008425015
North Dakota,2018,3076,3369,370727,389350,0.008297211,0.008652883
Ohio,1999,56575,51942,5835017,5500437,0.009695773,0.00944325
Ohio,2000,56689,51436,5840878,5512262,0.009705561,0.009331197
Ohio,2001,56456,51571,5853691,5533713,0.009644513,0.009319421
Ohio,2002,57183,52583,5859385,5548504,0.009759215,0.009476969
Ohio,2003,57240,51870,5868535,5566253,0.009753712,0.009318657
Ohio,2004,54981,51307,5874411,5577840,0.009359406,0.009198364
Ohio,2005,56247,52784,5876703,5586617,0.009571183,0.009448294
Ohio,2006,55045,51780,5883067,5598146,0.009356514,0.009249491
Ohio,2007,54793,51741,5890965,5609503,0.009301193,0.009223812
Ohio,2008,56481,53286,5896594,5618797,0.00957858,0.009483525
Ohio,2009,54756,52400,5902018,5626878,0.009277505,0.009312446
Ohio,2010,55723,52988,5904348,5632156,0.009437621,0.00940812
Ohio,2011,57303,54124,5905599,5639352,0.009703165,0.009597557
Ohio,2012,57625,54873,5901605,5642620,0.009764293,0.009724738
Ohio,2013,57754,55504,5911149,5659659,0.009770351,0.009806951
Ohio,2014,57575,56934,5919391,5674772,0.009726507,0.010032826
Ohio,2015,59692,58496,5926893,5686530,0.010071381,0.010286765
Ohio,2016,59543,60029,5922679,5691694,0.01005339,0.010546772
Ohio,2017,61367,62281,5945509,5713100,0.010321572,0.010901437
Ohio,2018,61436,62828,5958724,5730718,0.010310261,0.010963373
Oklahoma,1999,17778,16922,1748783,1688364,0.010165927,0.01002272
Oklahoma,2000,18103,16976,1754759,1695895,0.010316516,0.010010054
Oklahoma,2001,17758,16924,1760052,1707048,0.010089475,0.009914191
Oklahoma,2002,18212,17290,1769080,1720000,0.010294616,0.010052326
Oklahoma,2003,18191,17530,1777723,1727169,0.010232753,0.010149557
Oklahoma,2004,17389,17094,1784671,1740562,0.009743533,0.009820966
Oklahoma,2005,18310,17870,1796475,1752122,0.010192182,0.010199061
Oklahoma,2006,17815,17612,1818693,1775397,0.009795496,0.009920035
Oklahoma,2007,18111,17921,1837175,1797174,0.00985807,0.009971767
Oklahoma,2008,18453,18561,1854771,1814205,0.009948937,0.010230928
Oklahoma,2009,17543,18058,1878034,1839538,0.009341151,0.009816595
Oklahoma,2010,18073,18456,1894374,1856977,0.009540355,0.009938734
Oklahoma,2011,18350,18825,1913759,1877749,0.009588459,0.010025302
Oklahoma,2012,18238,18632,1924995,1889825,0.00947431,0.009859114
Oklahoma,2013,18763,19621,1943276,1907292,0.009655345,0.01028736
Oklahoma,2014,18748,19716,1957903,1920148,0.009575551,0.010267959
Oklahoma,2015,19045,20377,1974214,1937124,0.009646877,0.010519203
Oklahoma,2016,19011,20265,1979658,1943903,0.009603174,0.010424903
Oklahoma,2017,19647,20805,1983302,1947562,0.009906207,0.010682587
Oklahoma,2018,19659,21274,1990033,1953046,0.009878731,0.010892729
Oregon,1999,14963,14459,1712226,1681715,0.008738916,0.008597771
Oregon,2000,15055,14497,1724849,1696550,0.0087283,0.008544988
Oregon,2001,15449,14709,1747889,1720048,0.008838662,0.008551506
Oregon,2002,15815,15304,1771126,1742298,0.008929348,0.008783802
Oregon,2003,15695,15217,1788805,1758571,0.008774014,0.008653048
Oregon,2004,15364,14949,1800377,1769086,0.008533768,0.008450126
Oregon,2005,15803,15288,1823447,1789755,0.008666553,0.008541951
Oregon,2006,15917,15463,1853117,1817766,0.008589312,0.008506595
Oregon,2007,15734,15669,1879347,1843070,0.008372057,0.008501576
Oregon,2008,15951,16016,1903535,1865213,0.008379673,0.008586687
Oregon,2009,15783,15853,1923209,1885391,0.008206596,0.008408335
Oregon,2010,16002,15888,1935072,1896002,0.00826946,0.008379738
Oregon,2011,16310,16478,1955239,1916620,0.008341691,0.008597427
Oregon,2012,16248,16511,1968641,1930712,0.008253409,0.008551767
Oregon,2013,16763,17176,1985655,1944410,0.008442051,0.008833528
Oregon,2014,16715,17436,2006139,1964100,0.008331925,0.008877348
Oregon,2015,17698,18007,2035807,1993170,0.008693358,0.009034352
Oregon,2016,17413,18365,2066455,2027010,0.008426508,0.009060143
Oregon,2017,17947,18677,2089787,2052989,0.008587957,0.009097467
Oregon,2018,17516,18671,2113219,2077494,0.008288777,0.00898727
Pennsylvania,1999,68394,61889,6347064,5916741,0.010775691,0.010459981
Pennsylvania,2000,68852,61961,6351391,5929663,0.01084046,0.010449329
Pennsylvania,2001,68166,61563,6354395,5944575,0.010727378,0.010356165
Pennsylvania,2002,68470,61753,6363832,5967199,0.010759241,0.010348742
Pennsylvania,2003,67857,61912,6377894,5996764,0.010639405,0.010324235
Pennsylvania,2004,67002,60638,6390749,6019973,0.010484217,0.010072803
Pennsylvania,2005,67848,61684,6405053,6044937,0.010592887,0.010204242
Pennsylvania,2006,65244,60295,6429312,6081497,0.010147898,0.0099145
Pennsylvania,2007,64915,60189,6452087,6111850,0.010061086,0.009847918
Pennsylvania,2008,66180,61282,6473295,6138990,0.010223541,0.009982424
Pennsylvania,2009,64517,60263,6497024,6169834,0.009930239,0.009767362
Pennsylvania,2010,64134,60462,6512016,6190363,0.009848563,0.009767117
Pennsylvania,2011,66140,62097,6528324,6214562,0.010131237,0.009992176
Pennsylvania,2012,65249,61732,6533359,6230177,0.009987053,0.009908547
Pennsylvania,2013,66239,62884,6531461,6242340,0.010141529,0.010073786
Pennsylvania,2014,65430,63004,6533392,6253817,0.010014706,0.010074487
Pennsylvania,2015,67475,65123,6538129,6264374,0.010320231,0.010395771
Pennsylvania,2016,66918,66122,6523033,6261194,0.010258725,0.010560606
Pennsylvania,2017,68278,67378,6534208,6271329,0.010449315,0.010743815
Pennsylvania,2018,67369,67333,6532400,6274660,0.010313055,0.01073094
Rhode Island,1999,5220,4488,540724,499678,0.009653724,0.008981784
Rhode Island,2000,5422,4605,544684,503635,0.009954396,0.009143527
Rhode Island,2001,5378,4643,548974,508168,0.009796457,0.009136742
Rhode Island,2002,5510,4736,553090,512905,0.009962212,0.009233679
Rhode Island,2003,5424,4615,555590,515752,0.009762595,0.008948099
Rhode Island,2004,5164,4605,556375,518204,0.00928151,0.008886462
Rhode Island,2005,5404,4603,552832,515084,0.009775122,0.008936406
Rhode Island,2006,5102,4588,550134,512962,0.009274104,0.008944132
Rhode Island,2007,5230,4493,546859,510456,0.009563708,0.008801934
Rhode Island,2008,5113,4625,545412,509591,0.009374565,0.009075906
Rhode Island,2009,4963,4432,544764,508882,0.009110367,0.008709288
Rhode Island,2010,5016,4563,544167,508400,0.009217759,0.008975216
Rhode Island,2011,5038,4543,543055,508247,0.009277145,0.008938567
Rhode Island,2012,4864,4490,542016,508276,0.008973905,0.008833783
Rhode Island,2013,5093,4699,542084,509427,0.009395223,0.009224089
Rhode Island,2014,5146,4624,543810,511363,0.009462864,0.0090425
Rhode Island,2015,5265,4898,544349,511949,0.009672104,0.009567359
Rhode Island,2016,5087,4648,543345,513081,0.009362376,0.009058998
Rhode Island,2017,5240,4917,544648,514991,0.009620893,0.00954774
Rhode Island,2018,5158,4925,542983,514332,0.009499377,0.009575527
South Carolina,1999,17899,18154,2045606,1929076,0.008749974,0.009410723
South Carolina,2000,18237,18711,2063083,1948929,0.008839683,0.009600658
South Carolina,2001,18016,18596,2089963,1975032,0.008620248,0.009415544
South Carolina,2002,18704,19032,2111069,1996726,0.008859966,0.009531603
South Carolina,2003,19033,19079,2133967,2016330,0.00891907,0.009462241
South Carolina,2004,18387,18889,2162305,2048616,0.008503426,0.009220371
South Carolina,2005,19077,19630,2192345,2077805,0.008701641,0.00944747
South Carolina,2006,19013,19748,2237655,2120192,0.008496842,0.009314251
South Carolina,2007,19498,19941,2280792,2163318,0.008548785,0.009217785
South Carolina,2008,19980,20309,2325047,2203949,0.008593375,0.009214823
South Carolina,2009,19714,20735,2357030,2232842,0.008363916,0.009286371
South Carolina,2010,20398,21216,2375263,2250101,0.008587681,0.00942891
South Carolina,2011,20853,21219,2402602,2276628,0.00867934,0.009320363
South Carolina,2012,21422,21776,2426510,2297213,0.008828317,0.009479313
South Carolina,2013,21775,22807,2451720,2323119,0.00888152,0.009817405
South Carolina,2014,22177,23277,2483088,2349394,0.008931218,0.009907661
South Carolina,2015,22977,24221,2517178,2378968,0.009128079,0.010181306
South Carolina,2016,23200,24930,2553185,2407934,0.00908669,0.010353274
South Carolina,2017,23571,25870,2586682,2437687,0.009112446,0.010612519
South Carolina,2018,24323,26317,2620801,2463326,0.00928075,0.010683523
South Dakota,1999,3485,3468,378500,371912,0.009207398,0.009324787
South Dakota,2000,3528,3493,380286,374558,0.009277228,0.009325659
South Dakota,2001,3356,3567,381537,376435,0.008796001,0.00947574
South Dakota,2002,3502,3396,382328,377692,0.009159674,0.008991453
South Dakota,2003,3559,3573,383633,380096,0.009277096,0.009400257
South Dakota,2004,3409,3424,386677,383719,0.008816144,0.008923196
South Dakota,2005,3512,3574,389021,386472,0.00902779,0.009247759
South Dakota,2006,3531,3553,392420,390613,0.008998012,0.009095959
South Dakota,2007,3383,3443,396650,394973,0.00852893,0.008717052
South Dakota,2008,3528,3555,400236,398888,0.008814799,0.008912276
South Dakota,2009,3421,3502,403198,403869,0.008484665,0.008671129
South Dakota,2010,3539,3561,406799,407381,0.008699628,0.008741203
South Dakota,2011,3691,3623,410905,413177,0.008982612,0.008768639
South Dakota,2012,3679,3654,415038,418316,0.008864249,0.008735023
South Dakota,2013,3496,3603,420499,424378,0.008313932,0.008490073
South Dakota,2014,3659,3848,423862,429313,0.008632527,0.008963157
South Dakota,2015,3763,3968,426493,431976,0.008823123,0.009185696
South Dakota,2016,3790,4055,429182,436272,0.008830752,0.00929466
South Dakota,2017,3884,4112,430706,438960,0.009017752,0.009367596
South Dakota,2018,3806,4165,436704,445531,0.008715285,0.009348396
Tennessee,1999,27127,26638,2897466,2741240,0.009362319,0.0097175
Tennessee,2000,27973,27273,2919008,2770275,0.00958305,0.009844871
Tennessee,2001,28152,26999,2948421,2802368,0.009548162,0.009634352
Tennessee,2002,28779,27827,2971873,2824045,0.009683792,0.009853597
Tennessee,2003,29132,28181,3000983,2846829,0.009707486,0.009899084
Tennessee,2004,28217,27612,3027931,2882878,0.009318905,0.009577929
Tennessee,2005,28784,28476,3068439,2922618,0.009380666,0.009743319
Tennessee,2006,28339,28499,3121455,2967311,0.009078779,0.009604319
Tennessee,2007,28509,28578,3162280,3013447,0.009015331,0.009483492
Tennessee,2008,29710,29110,3203115,3044296,0.009275346,0.009562145
Tennessee,2009,28906,29382,3231769,3074250,0.008944327,0.009557453
Tennessee,2010,29645,29933,3252601,3093504,0.009114244,0.009676083
Tennessee,2011,30017,30524,3282422,3120931,0.009144772,0.009780415
Tennessee,2012,30742,31214,3307480,3148763,0.00929469,0.009913099
Tennessee,2013,31417,31989,3328884,3167094,0.009437697,0.010100426
Tennessee,2014,31804,32857,3357172,3192180,0.00947345,0.010292966
Tennessee,2015,32837,33733,3382838,3217461,0.009706938,0.010484354
Tennessee,2016,33301,34556,3408679,3242515,0.009769474,0.01065716
Tennessee,2017,34025,36071,3440018,3275966,0.009890937,0.011010798
Tennessee,2018,34692,36386,3467086,3302924,0.010006097,0.011016299
Texas,1999,73573,73285,10360202,10198018,0.007101502,0.0071862
Texas,2000,75309,74630,10498910,10352910,0.00717303,0.007208601
Texas,2001,76477,76302,10731190,10588432,0.007126609,0.007206166
Texas,2002,77626,77898,10914653,10775672,0.007112091,0.007229062
Texas,2003,76920,77950,11095953,10934978,0.006932257,0.007128501
Texas,2004,75458,77412,11278402,11115621,0.006690487,0.006964253
Texas,2005,77260,79197,11470439,11307684,0.006735575,0.007003821
Texas,2006,77902,79248,11771243,11588337,0.006617993,0.0068386
Texas,2007,78918,81630,12010572,11821411,0.006570711,0.006905267
Texas,2008,81127,83787,12249936,12059103,0.006622647,0.006948029
Texas,2009,79808,83441,12500150,12301611,0.006384563,0.006782933
Texas,2010,81400,85127,12673281,12472280,0.006422962,0.006825296
Texas,2011,82524,86116,12932239,12742442,0.006381262,0.006758202
Texas,2012,84677,89510,13111469,12947734,0.006458239,0.006913179
Texas,2013,86827,92356,13301191,13147002,0.006527761,0.007024872
Texas,2014,88534,95378,13574572,13382386,0.006522047,0.00712713
Texas,2015,91535,98119,13831324,13637790,0.006617949,0.007194641
Texas,2016,91786,100180,14031164,13831432,0.006541581,0.007242923
Texas,2017,94467,103639,14242803,14061793,0.006632613,0.007370255
Texas,2018,95697,106514,14441739,14260106,0.006626418,0.007469369
Utah,1999,5890,6168,1100167,1103315,0.005353733,0.005590425
Utah,2000,6161,6203,1114138,1119031,0.005529836,0.005543189
Utah,2001,6322,6340,1139182,1144533,0.005549596,0.005539377
Utah,2002,6483,6633,1158853,1165962,0.005594325,0.005688865
Utah,2003,6721,6691,1175867,1184270,0.005715782,0.005649894
Utah,2004,6572,6759,1196749,1204831,0.005491544,0.005609915
Utah,2005,6675,6757,1224741,1232978,0.005450132,0.005480228
Utah,2006,6827,6937,1257991,1267516,0.005426907,0.005472909
Utah,2007,6951,7192,1292672,1305074,0.005377234,0.005510799
Utah,2008,6917,7123,1325631,1337398,0.005217892,0.005326014
Utah,2009,6919,7219,1355509,1367912,0.005104356,0.005277386
Utah,2010,7135,7641,1375568,1388317,0.005186948,0.005503786
Utah,2011,7538,7728,1401715,1415507,0.005377698,0.005459528
Utah,2012,7676,8000,1419427,1435860,0.005407816,0.005571574
Utah,2013,8001,8365,1441891,1458981,0.005548963,0.005733454
Utah,2014,8190,8529,1463152,1479750,0.005597505,0.005763811
Utah,2015,8462,8872,1488819,1507100,0.0056837,0.005886802
Utah,2016,8535,9378,1515323,1535894,0.005632463,0.00610589
Utah,2017,8569,9466,1540145,1561688,0.005563762,0.00606139
Utah,2018,8749,9605,1568962,1592143,0.005576298,0.00603275
Vermont,1999,2568,2425,308398,296285,0.008326902,0.008184687
Vermont,2000,2696,2431,310490,298337,0.008683049,0.008148503
Vermont,2001,2760,2441,311779,300444,0.008852424,0.008124642
Vermont,2002,2661,2414,312959,302483,0.008502711,0.007980614
Vermont,2003,2736,2384,314206,303652,0.008707663,0.007851093
Vermont,2004,2572,2423,315080,304840,0.008163006,0.007948432
Vermont,2005,2611,2455,315422,305793,0.008277799,0.008028307
Vermont,2006,2616,2432,316290,306602,0.008270891,0.007932107
Vermont,2007,2705,2474,316538,306943,0.008545577,0.008060128
Vermont,2008,2627,2584,316722,307429,0.00829434,0.008405193
Vermont,2009,2586,2448,317128,307689,0.008154436,0.007956086
Vermont,2010,2715,2665,317535,308206,0.008550239,0.008646814
Vermont,2011,2773,2660,317581,308850,0.008731631,0.008612595
Vermont,2012,2745,2746,317233,308778,0.008652946,0.008893121
Vermont,2013,2824,2815,317442,309188,0.008896113,0.009104493
Vermont,2014,2865,2758,317713,308849,0.009017572,0.00892993
Vermont,2015,2961,2958,317516,308526,0.009325514,0.009587523
Vermont,2016,2922,2987,316128,308466,0.009243091,0.009683401
Vermont,2017,2972,3035,315401,308256,0.009422925,0.009845713
Vermont,2018,2977,3050,317047,309252,0.009389775,0.009862507
Virginia,1999,28088,27232,3569683,3430491,0.007868486,0.007938222
Virginia,2000,29003,27279,3606620,3471895,0.008041601,0.007857092
Virginia,2001,29033,27247,3665386,3532976,0.007920857,0.007712195
Virginia,2002,29211,27985,3713695,3573178,0.007865751,0.007831964
Virginia,2003,29655,28627,3757780,3609197,0.007891628,0.007931681
Virginia,2004,28853,27697,3814310,3661265,0.007564409,0.007564872
Virginia,2005,29624,28231,3863646,3713459,0.007667369,0.007602346
Virginia,2006,29260,28430,3908475,3765250,0.007486296,0.007550627
Virginia,2007,29508,28717,3947966,3803034,0.007474229,0.007551076
Virginia,2008,30115,28985,3988983,3844513,0.007549543,0.007539316
Virginia,2009,29555,29098,4037895,3888042,0.007319408,0.007483973
Virginia,2010,29764,29268,4075041,3925983,0.007303976,0.007454948
Virginia,2011,30808,29996,4120439,3976165,0.007476873,0.007543953
Virginia,2012,31035,30529,4164342,4021525,0.007452558,0.007591399
Virginia,2013,31576,31140,4198203,4062202,0.007521313,0.007665793
Virginia,2014,31909,31689,4231045,4095244,0.007541636,0.007738
Virginia,2015,32737,32840,4258228,4124765,0.00768794,0.007961666
Virginia,2016,32811,33662,4274994,4136814,0.007675098,0.00813718
Virginia,2017,33692,34887,4303293,4166727,0.007829353,0.008372759
Virginia,2018,33942,35417,4327037,4190648,0.007844167,0.008451438
Washington,1999,22003,21862,2934901,2907663,0.007497016,0.007518753
Washington,2000,22084,21857,2959821,2934300,0.007461262,0.007448795
Washington,2001,22615,22027,3002080,2983642,0.00753311,0.007382588
Washington,2002,22714,22624,3036742,3015607,0.007479727,0.007502304
Washington,2003,23221,22699,3065739,3038376,0.007574356,0.007470767
Washington,2004,22399,22371,3107815,3070830,0.007207314,0.007285001
Washington,2005,23242,22961,3145396,3111909,0.007389213,0.007378429
Washington,2006,23294,22826,3200695,3170058,0.007277794,0.007200499
Washington,2007,23857,23466,3247800,3213787,0.007345588,0.007301666
Washington,2008,24409,24218,3293162,3269069,0.007412025,0.007408225
Washington,2009,24109,24161,3343920,3323506,0.007209802,0.007269733
Washington,2010,23886,24260,3374833,3349707,0.007077684,0.007242424
Washington,2011,24650,25041,3420356,3409682,0.007206852,0.007344087
Washington,2012,24543,25562,3455462,3441550,0.007102668,0.007427467
Washington,2013,25291,25973,3488736,3482670,0.00724933,0.007457784
Washington,2014,25432,26667,3531595,3529935,0.007201279,0.00755453
Washington,2015,26792,27803,3585353,3584998,0.007472625,0.007755374
Washington,2016,26522,28247,3646600,3641400,0.007273076,0.007757181
Washington,2017,27540,29455,3702270,3703473,0.00743868,0.007953345
Washington,2018,27483,29394,3765680,3769911,0.007298283,0.007797001
West Virginia,1999,10786,10263,931809,879990,0.011575334,0.011662633
West Virginia,2000,10897,10217,929174,879170,0.01172762,0.011621188
West Virginia,2001,10829,10138,923643,877838,0.011724227,0.011548828
West Virginia,2002,10720,10296,923841,881573,0.011603728,0.011679124
West Virginia,2003,10960,10346,925835,886460,0.011837962,0.011671141
West Virginia,2004,10612,10181,927027,889411,0.011447347,0.011446901
West Virginia,2005,10553,10227,927690,892802,0.011375567,0.011454947
West Virginia,2006,10363,10309,930605,897307,0.011135767,0.011488822
West Virginia,2007,10485,10601,932683,901369,0.011241762,0.011760999
West Virginia,2008,10885,10672,934911,905399,0.011642819,0.011787068
West Virginia,2009,10639,10747,937434,910341,0.011349066,0.011805466
West Virginia,2010,10557,10718,939408,913586,0.011237929,0.011731791
West Virginia,2011,10816,11051,940283,915081,0.01150292,0.012076527
West Virginia,2012,10900,11015,940008,915405,0.011595646,0.012032925
West Virginia,2013,10765,11078,938728,915576,0.011467646,0.012099487
West Virginia,2014,10751,11435,936411,913915,0.01148107,0.012512105
West Virginia,2015,11168,11584,933068,911060,0.011969117,0.01271486
West Virginia,2016,11010,11722,925159,905943,0.011900657,0.012939004
West Virginia,2017,11290,11986,917237,898620,0.012308705,0.01333823
West Virginia,2018,11347,12131,911492,894340,0.01244882,0.013564193
Wisconsin,1999,23767,22905,2701525,2631141,0.008797624,0.008705349
Wisconsin,2000,23943,22518,2714634,2649041,0.008819974,0.008500435
Wisconsin,2001,23853,22775,2733647,2673188,0.008725706,0.00851979
Wisconsin,2002,24014,22967,2751697,2693465,0.008726978,0.008526935
Wisconsin,2003,23603,22574,2766901,2712302,0.008530482,0.00832282
Wisconsin,2004,23276,22324,2782678,2731348,0.008364604,0.008173254
Wisconsin,2005,23999,22710,2797061,2749105,0.008580077,0.00826087
Wisconsin,2006,23868,22285,2812276,2765379,0.008487076,0.00805857
Wisconsin,2007,23717,22524,2827782,2782993,0.008387139,0.008093445
Wisconsin,2008,23903,22912,2842268,2798728,0.008409833,0.008186576
Wisconsin,2009,23072,22625,2856103,2813161,0.00807814,0.008042554
Wisconsin,2010,24046,23262,2864586,2822400,0.008394232,0.008241922
Wisconsin,2011,24739,23671,2875675,2836092,0.00860285,0.008346344
Wisconsin,2012,24557,23827,2883326,2843072,0.0085169,0.008380723
Wisconsin,2013,25212,24814,2890553,2852160,0.008722206,0.008700073
Wisconsin,2014,25488,24803,2898057,2859507,0.008794858,0.008673873
Wisconsin,2015,25564,25700,2903737,2867600,0.008803828,0.008962198
Wisconsin,2016,25778,26037,2905282,2873426,0.008872805,0.009061309
Wisconsin,2017,25812,26869,2912745,2882738,0.008861744,0.009320653
Wisconsin,2018,26517,27167,2921295,2892273,0.009077139,0.009392958
Wyoming,1999,1974,2068,244518,247262,0.008073025,0.008363598
Wyoming,2000,1945,1975,245408,248374,0.007925577,0.007951718
Wyoming,2001,1971,2058,245327,249330,0.008034175,0.008254121
Wyoming,2002,2040,2134,247785,252232,0.008232944,0.008460465
Wyoming,2003,2027,2145,249128,254325,0.00813638,0.00843409
Wyoming,2004,1978,1977,251506,257600,0.007864624,0.007674689
Wyoming,2005,1963,2136,253726,260431,0.007736692,0.008201789
Wyoming,2006,2072,2239,257361,265306,0.008050948,0.008439312
Wyoming,2007,2054,2212,262776,272100,0.007816543,0.008129364
Wyoming,2008,2059,2168,267982,278061,0.007683352,0.00779685
Wyoming,2009,2021,2262,274046,285805,0.007374674,0.007914487
Wyoming,2010,2185,2253,276189,287437,0.007911249,0.007838239
Wyoming,2011,2058,2329,278401,289757,0.007392215,0.00803777
Wyoming,2012,2119,2362,282131,294281,0.007510695,0.008026342
Wyoming,2013,2102,2414,285380,297278,0.007365618,0.008120345
Wyoming,2014,2192,2474,286111,298042,0.007661362,0.008300844
Wyoming,2015,2228,2550,287206,298901,0.007757498,0.008531253
Wyoming,2016,2208,2514,286559,298942,0.00770522,0.008409658
Wyoming,2017,2229,2539,283877,295438,0.007851992,0.00859402
Wyoming,2018,2394,2676,283203,294534,0.0084533,0.009085539
