Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
9/30/2020,2/1/2020,9/26/2020,FL,Martin County,12085,210,"1,536"
9/30/2020,2/1/2020,9/26/2020,FL,Nassau County,12089,14,474
9/30/2020,2/1/2020,9/26/2020,GA,Bulloch County,13031,38,470
9/30/2020,2/1/2020,9/26/2020,GA,Crisp County,13081,23,223
9/30/2020,2/1/2020,9/26/2020,GA,Glynn County,13127,100,825
9/30/2020,2/1/2020,9/26/2020,GA,Hall County,13139,212,"1,894"
9/30/2020,2/1/2020,9/26/2020,GA,Stephens County,13257,24,232
9/30/2020,2/1/2020,9/26/2020,GA,Union County,13291,14,222
9/30/2020,2/1/2020,9/26/2020,GA,Upson County,13293,81,391
9/30/2020,2/1/2020,9/26/2020,GA,Washington County,13303,10,115
9/30/2020,2/1/2020,9/26/2020,IA,Cerro Gordo County,19033,27,482
9/30/2020,2/1/2020,9/26/2020,IA,Wapello County,19179,39,285
9/30/2020,2/1/2020,9/26/2020,IL,DuPage County,17043,518,"5,183"
9/30/2020,2/1/2020,9/26/2020,IN,Lake County,18089,427,"4,378"
9/30/2020,2/1/2020,9/26/2020,IN,Marshall County,18099,28,316
9/30/2020,2/1/2020,9/26/2020,IN,Tippecanoe County,18157,44,"1,064"
9/30/2020,2/1/2020,9/26/2020,KS,Johnson County,20091,157,"2,864"
9/30/2020,2/1/2020,9/26/2020,KY,Daviess County,21059,36,873
9/30/2020,2/1/2020,9/26/2020,LA,Jefferson Parish,22051,775,"4,078"
9/30/2020,2/1/2020,9/26/2020,LA,Natchitoches Parish,22069,16,220
9/30/2020,2/1/2020,9/26/2020,LA,Rapides Parish,22079,212,"1,480"
9/30/2020,2/1/2020,9/26/2020,LA,Union Parish,22111,21,172
9/30/2020,2/1/2020,9/26/2020,LA,Washington Parish,22117,30,322
9/30/2020,2/1/2020,9/26/2020,MA,Plymouth County,25023,612,"3,421"
9/30/2020,2/1/2020,9/26/2020,MD,Calvert County,24009,15,422
9/30/2020,2/1/2020,9/26/2020,ME,Androscoggin County,23001,11,919
9/30/2020,2/1/2020,9/26/2020,ME,Kennebec County,23011,11,935
9/30/2020,2/1/2020,9/26/2020,AL,Blount County,1009,10,339
9/30/2020,2/1/2020,9/26/2020,AL,Clay County,1027,21,119
9/30/2020,2/1/2020,9/26/2020,AL,Limestone County,1083,29,532
9/30/2020,2/1/2020,9/26/2020,AL,St. Clair County,1115,35,542
9/30/2020,2/1/2020,9/26/2020,AL,Washington County,1129,10,89
9/30/2020,2/1/2020,9/26/2020,AR,Crittenden County,5035,17,242
9/30/2020,2/1/2020,9/26/2020,AR,Howard County,5061,10,109
9/30/2020,2/1/2020,9/26/2020,AR,Washington County,5143,125,"1,598"
9/30/2020,2/1/2020,9/26/2020,CA,Amador County,6005,27,293
9/30/2020,2/1/2020,9/26/2020,CA,Fresno County,6019,377,"5,489"
9/30/2020,2/1/2020,9/26/2020,CA,Marin County,6041,87,"1,343"
9/30/2020,2/1/2020,9/26/2020,CA,Mendocino County,6045,14,552
9/30/2020,2/1/2020,9/26/2020,CA,Riverside County,6065,"1,249","12,878"
9/30/2020,2/1/2020,9/26/2020,CA,Sacramento County,6067,376,"8,528"
9/30/2020,2/1/2020,9/26/2020,CA,San Luis Obispo County,6079,27,"1,535"
9/30/2020,2/1/2020,9/26/2020,CA,Santa Clara County,6085,299,"7,638"
9/30/2020,2/1/2020,9/26/2020,CA,Ventura County,6111,156,"3,935"
9/30/2020,2/1/2020,9/26/2020,CO,Chaffee County,8015,17,130
9/30/2020,2/1/2020,9/26/2020,DE,Kent County,10001,108,"1,280"
9/30/2020,2/1/2020,9/26/2020,FL,Collier County,12021,244,"2,699"
9/30/2020,2/1/2020,9/26/2020,FL,Flagler County,12035,34,"1,024"
9/30/2020,2/1/2020,9/26/2020,FL,Hillsborough County,12057,747,"8,941"
9/30/2020,2/1/2020,9/26/2020,FL,Indian River County,12061,84,"1,579"
9/30/2020,2/1/2020,9/26/2020,FL,Orange County,12095,594,"7,345"
9/30/2020,2/1/2020,9/26/2020,FL,Polk County,12105,492,"5,313"
9/30/2020,2/1/2020,9/26/2020,FL,Sarasota County,12115,280,"4,395"
9/30/2020,2/1/2020,9/26/2020,GA,Appling County,13001,15,109
9/30/2020,2/1/2020,9/26/2020,GA,Ben Hill County,13017,19,138
9/30/2020,2/1/2020,9/26/2020,GA,Coffee County,13069,41,283
9/30/2020,2/1/2020,9/26/2020,GA,Coweta County,13077,36,684
9/30/2020,2/1/2020,9/26/2020,GA,DeKalb County,13089,259,"3,390"
9/30/2020,2/1/2020,9/26/2020,GA,Jeff Davis County,13161,14,121
9/30/2020,2/1/2020,9/26/2020,GA,Monroe County,13207,21,190
9/30/2020,2/1/2020,9/26/2020,GA,Pulaski County,13235,21,79
9/30/2020,2/1/2020,9/26/2020,GA,Richmond County,13245,313,"2,703"
9/30/2020,2/1/2020,9/26/2020,GA,Sumter County,13261,44,245
9/30/2020,2/1/2020,9/26/2020,IA,Clinton County,19045,24,313
9/30/2020,2/1/2020,9/26/2020,IA,Marshall County,19127,23,299
9/30/2020,2/1/2020,9/26/2020,IA,Pottawattamie County,19155,34,668
9/30/2020,2/1/2020,9/26/2020,IA,Scott County,19163,28,"1,241"
9/30/2020,2/1/2020,9/26/2020,IA,Tama County,19171,18,104
9/30/2020,2/1/2020,9/26/2020,IA,Webster County,19187,24,348
9/30/2020,2/1/2020,9/26/2020,ID,Bonneville County,16019,24,812
9/30/2020,2/1/2020,9/26/2020,IL,Cook County,17031,"4,993","33,676"
9/30/2020,2/1/2020,9/26/2020,IL,Madison County,17119,91,"1,825"
9/30/2020,2/1/2020,9/26/2020,IL,Will County,17197,307,"3,278"
9/30/2020,2/1/2020,9/26/2020,IN,Delaware County,18035,68,"1,081"
9/30/2020,2/1/2020,9/26/2020,IN,Hancock County,18059,32,439
9/30/2020,2/1/2020,9/26/2020,IN,Lawrence County,18093,30,311
9/30/2020,2/1/2020,9/26/2020,KS,Ellis County,20051,11,228
9/30/2020,2/1/2020,9/26/2020,KS,Wyandotte County,20209,143,"1,377"
9/30/2020,2/1/2020,9/26/2020,KY,Boyd County,21019,18,739
9/30/2020,2/1/2020,9/26/2020,KY,Shelby County,21211,13,171
9/30/2020,2/1/2020,9/26/2020,LA,De Soto Parish,22031,12,107
9/30/2020,2/1/2020,9/26/2020,LA,Evangeline Parish,22039,20,226
9/30/2020,2/1/2020,9/26/2020,LA,Iberia Parish,22045,57,562
9/30/2020,2/1/2020,9/26/2020,LA,St. Charles Parish,22089,30,254
9/30/2020,2/1/2020,9/26/2020,LA,Orleans Parish,22071,423,"2,934"
9/30/2020,2/1/2020,9/26/2020,LA,Ouachita Parish,22073,207,"1,404"
9/30/2020,2/1/2020,9/26/2020,LA,St. Landry Parish,22097,100,668
9/30/2020,2/1/2020,9/26/2020,LA,Webster Parish,22119,14,302
9/30/2020,2/1/2020,9/26/2020,MA,Berkshire County,25003,41,"1,038"
9/30/2020,2/1/2020,9/26/2020,MD,Allegany County,24001,24,712
9/30/2020,2/1/2020,9/26/2020,MD,Howard County,24027,95,"1,252"
9/30/2020,2/1/2020,9/26/2020,MD,St. Mary's County,24037,72,601
9/30/2020,2/1/2020,9/26/2020,MI,Berrien County,26021,72,"1,156"
9/30/2020,2/1/2020,9/26/2020,MI,Gratiot County,26057,16,301
9/30/2020,2/1/2020,9/26/2020,MI,Shiawassee County,26155,19,468
9/30/2020,2/1/2020,9/26/2020,MI,Tuscola County,26157,12,304
9/30/2020,2/1/2020,9/26/2020,MO,Camden County,29029,10,377
9/30/2020,2/1/2020,9/26/2020,MO,Jefferson County,29099,40,"1,006"
9/30/2020,2/1/2020,9/26/2020,MO,Pemiscot County,29155,12,136
9/30/2020,2/1/2020,9/26/2020,MS,Alcorn County,28003,31,392
9/30/2020,2/1/2020,9/26/2020,MS,Holmes County,28051,18,123
9/30/2020,2/1/2020,9/26/2020,MS,Lafayette County,28071,94,559
9/30/2020,2/1/2020,9/26/2020,MS,Madison County,28089,53,702
9/30/2020,2/1/2020,9/26/2020,MS,Rankin County,28121,37,700
9/30/2020,2/1/2020,9/26/2020,MT,Flathead County,30029,22,746
9/30/2020,2/1/2020,9/26/2020,NC,Craven County,37049,24,671
9/30/2020,2/1/2020,9/26/2020,NC,Lenoir County,37107,16,329
9/30/2020,2/1/2020,9/26/2020,NC,Mecklenburg County,37119,252,"4,399"
9/30/2020,2/1/2020,9/26/2020,NC,Orange County,37135,65,751
9/30/2020,2/1/2020,9/26/2020,NC,Randolph County,37151,19,699
9/30/2020,2/1/2020,9/26/2020,NC,Vance County,37181,45,316
9/30/2020,2/1/2020,9/26/2020,NE,Perkins County,31135,10,30
9/30/2020,2/1/2020,9/26/2020,NH,Merrimack County,33013,24,"1,057"
9/30/2020,2/1/2020,9/26/2020,NJ,Cape May County,34009,76,797
9/30/2020,2/1/2020,9/26/2020,NJ,Passaic County,34031,990,"3,424"
9/30/2020,2/1/2020,9/26/2020,NM,McKinley County,35031,93,414
9/30/2020,2/1/2020,9/26/2020,NM,Santa Fe County,35049,13,881
9/30/2020,2/1/2020,9/26/2020,NY,Onondaga County,36067,247,"3,821"
9/30/2020,2/1/2020,9/26/2020,NY,Rensselaer County,36083,41,"1,021"
9/30/2020,2/1/2020,9/26/2020,NY,Steuben County,36101,36,657
9/30/2020,2/1/2020,9/26/2020,NY,Suffolk County,36103,"2,700","11,142"
9/30/2020,2/1/2020,9/26/2020,NY,Warren County,36113,43,659
9/30/2020,2/1/2020,9/26/2020,OH,Clark County,39023,31,"1,078"
9/30/2020,2/1/2020,9/26/2020,OH,Miami County,39109,33,656
9/30/2020,2/1/2020,9/26/2020,OH,Trumbull County,39155,77,"1,395"
9/30/2020,2/1/2020,9/26/2020,OH,Washington County,39167,27,549
9/30/2020,2/1/2020,9/26/2020,OK,Comanche County,40031,19,670
9/30/2020,2/1/2020,9/26/2020,OK,McCurtain County,40089,10,206
9/30/2020,2/1/2020,9/26/2020,OR,Clackamas County,41005,50,"2,296"
9/30/2020,2/1/2020,9/26/2020,OR,Lincoln County,41041,12,360
9/30/2020,2/1/2020,9/26/2020,PA,Armstrong County,42005,14,422
9/30/2020,2/1/2020,9/26/2020,PA,Blair County,42013,25,"1,269"
9/30/2020,2/1/2020,9/26/2020,PA,Union County,42119,10,296
9/30/2020,2/1/2020,9/26/2020,PA,York County,42133,149,"2,911"
9/30/2020,2/1/2020,9/26/2020,SC,Hampton County,45049,20,132
9/30/2020,2/1/2020,9/26/2020,SC,Lexington County,45063,160,"2,064"
9/30/2020,2/1/2020,9/26/2020,KY,Boyle County,21021,23,342
9/30/2020,2/1/2020,9/26/2020,LA,Beauregard Parish,22011,26,210
9/30/2020,2/1/2020,9/26/2020,LA,Caddo Parish,22017,489,"2,789"
9/30/2020,2/1/2020,9/26/2020,LA,Jefferson Davis Parish,22053,37,261
9/30/2020,2/1/2020,9/26/2020,LA,Lafayette Parish,22055,231,"1,865"
9/30/2020,2/1/2020,9/26/2020,LA,Livingston Parish,22063,15,508
9/30/2020,2/1/2020,9/26/2020,LA,St. James Parish,22093,16,99
9/30/2020,2/1/2020,9/26/2020,LA,St. John the Baptist Parish,22095,33,201
9/30/2020,2/1/2020,9/26/2020,LA,Vermilion Parish,22113,20,358
9/30/2020,2/1/2020,9/26/2020,MA,Franklin County,25011,36,391
9/30/2020,2/1/2020,9/26/2020,MA,Suffolk County,25025,"1,271","6,296"
9/30/2020,2/1/2020,9/26/2020,MA,Worcester County,25027,985,"5,688"
9/30/2020,2/1/2020,9/26/2020,MD,Anne Arundel County,24003,311,"3,261"
9/30/2020,2/1/2020,9/26/2020,MD,Baltimore County,24005,667,"6,225"
9/30/2020,2/1/2020,9/26/2020,MD,Kent County,24029,30,218
9/30/2020,2/1/2020,9/26/2020,MI,Hillsdale County,26059,23,302
9/30/2020,2/1/2020,9/26/2020,MI,St. Clair County,26147,45,"1,143"
9/30/2020,2/1/2020,9/26/2020,MN,Sherburne County,27141,11,348
9/30/2020,2/1/2020,9/26/2020,MO,Buchanan County,29021,12,689
9/30/2020,2/1/2020,9/26/2020,MO,Butler County,29023,15,467
9/30/2020,2/1/2020,9/26/2020,MO,Jasper County,29097,24,604
9/30/2020,2/1/2020,9/26/2020,MO,St. Louis city,29510,228,"3,230"
9/30/2020,2/1/2020,9/26/2020,MS,Attala County,28007,13,168
9/30/2020,2/1/2020,9/26/2020,MS,Tishomingo County,28141,22,178
9/30/2020,2/1/2020,9/26/2020,MS,Washington County,28151,79,505
9/30/2020,2/1/2020,9/26/2020,MS,Wayne County,28153,19,140
9/30/2020,2/1/2020,9/26/2020,MT,Yellowstone County,30111,86,"1,351"
9/30/2020,2/1/2020,9/26/2020,NC,Columbus County,37047,18,390
9/30/2020,2/1/2020,9/26/2020,NC,Cumberland County,37051,73,"1,602"
9/30/2020,2/1/2020,9/26/2020,NC,Robeson County,37155,49,699
9/30/2020,2/1/2020,9/26/2020,NC,Scotland County,37165,12,304
9/30/2020,2/1/2020,9/26/2020,NC,Stanly County,37167,14,362
9/30/2020,2/1/2020,9/26/2020,NC,Wilson County,37195,37,503
9/30/2020,2/1/2020,9/26/2020,NJ,Bergen County,34003,"2,057","7,250"
9/30/2020,2/1/2020,9/26/2020,NM,San Juan County,35045,188,862
9/30/2020,2/1/2020,9/26/2020,NY,Erie County,36029,722,"7,473"
9/30/2020,2/1/2020,9/26/2020,NY,Herkimer County,36043,13,328
9/30/2020,2/1/2020,9/26/2020,NY,Niagara County,36063,79,"1,508"
9/30/2020,2/1/2020,9/26/2020,NY,Oneida County,36065,132,"1,929"
9/30/2020,2/1/2020,9/26/2020,NY,Sullivan County,36105,43,449
9/30/2020,2/1/2020,9/26/2020,NY,Tioga County,36107,18,211
9/30/2020,2/1/2020,9/26/2020,NY,Ulster County,36111,59,952
9/30/2020,2/1/2020,9/26/2020,OH,Allen County,39003,74,978
9/30/2020,2/1/2020,9/26/2020,OH,Erie County,39043,37,761
9/30/2020,2/1/2020,9/26/2020,OH,Fairfield County,39045,39,930
9/30/2020,2/1/2020,9/26/2020,OH,Hamilton County,39061,308,"6,803"
9/30/2020,2/1/2020,9/26/2020,OH,Montgomery County,39113,207,"5,132"
9/30/2020,2/1/2020,9/26/2020,OH,Summit County,39153,218,"4,229"
9/30/2020,2/1/2020,9/26/2020,OH,Wayne County,39169,62,744
9/30/2020,2/1/2020,9/26/2020,OK,Delaware County,40041,20,311
9/30/2020,2/1/2020,9/26/2020,OK,Muskogee County,40101,38,624
9/30/2020,2/1/2020,9/26/2020,OK,Pittsburg County,40121,15,349
9/30/2020,2/1/2020,9/26/2020,MI,Lapeer County,26087,33,583
9/30/2020,2/1/2020,9/26/2020,MI,Washtenaw County,26161,269,"2,720"
9/30/2020,2/1/2020,9/26/2020,MN,Anoka County,27003,158,"1,516"
9/30/2020,2/1/2020,9/26/2020,MN,Hennepin County,27053,933,"7,693"
9/30/2020,2/1/2020,9/26/2020,MN,Olmsted County,27109,43,"1,370"
9/30/2020,2/1/2020,9/26/2020,MN,Ramsey County,27123,408,"3,795"
9/30/2020,2/1/2020,9/26/2020,MO,Gasconade County,29073,13,133
9/30/2020,2/1/2020,9/26/2020,MS,Adams County,28001,41,287
9/30/2020,2/1/2020,9/26/2020,MS,Bolivar County,28011,36,253
9/30/2020,2/1/2020,9/26/2020,MS,Copiah County,28029,12,165
9/30/2020,2/1/2020,9/26/2020,MS,DeSoto County,28033,110,"1,068"
9/30/2020,2/1/2020,9/26/2020,MS,Lauderdale County,28075,239,"1,076"
9/30/2020,2/1/2020,9/26/2020,MS,Lincoln County,28085,44,295
9/30/2020,2/1/2020,9/26/2020,MS,Monroe County,28095,48,277
9/30/2020,2/1/2020,9/26/2020,NC,Cabarrus County,37025,64,"1,103"
9/30/2020,2/1/2020,9/26/2020,NC,Cleveland County,37045,24,651
9/30/2020,2/1/2020,9/26/2020,NC,Forsyth County,37067,106,"2,826"
9/30/2020,2/1/2020,9/26/2020,NE,Dakota County,31043,10,77
9/30/2020,2/1/2020,9/26/2020,NE,Hall County,31079,37,352
9/30/2020,2/1/2020,9/26/2020,NE,Lancaster County,31109,50,"1,876"
9/30/2020,2/1/2020,9/26/2020,NJ,Burlington County,34005,433,"2,740"
9/30/2020,2/1/2020,9/26/2020,NJ,Ocean County,34029,829,"5,242"
9/30/2020,2/1/2020,9/26/2020,NJ,Somerset County,34035,397,"1,880"
9/30/2020,2/1/2020,9/26/2020,NM,Bernalillo County,35001,343,"5,083"
9/30/2020,2/1/2020,9/26/2020,NM,Sandoval County,35043,83,914
9/30/2020,2/1/2020,9/26/2020,NY,Broome County,36007,101,"1,672"
9/30/2020,2/1/2020,9/26/2020,NY,Orleans County,36073,44,229
9/30/2020,2/1/2020,9/26/2020,NY,Otsego County,36077,13,560
9/30/2020,2/1/2020,9/26/2020,NY,Rockland County,36087,655,"2,129"
9/30/2020,2/1/2020,9/26/2020,OH,Geauga County,39055,51,605
9/30/2020,2/1/2020,9/26/2020,OH,Richland County,39139,19,937
9/30/2020,2/1/2020,9/26/2020,OH,Ross County,39141,10,627
9/30/2020,2/1/2020,9/26/2020,OK,Cleveland County,40027,79,"1,279"
9/30/2020,2/1/2020,9/26/2020,OR,Deschutes County,41017,20,"1,098"
9/30/2020,2/1/2020,9/26/2020,OR,Multnomah County,41051,169,"4,450"
9/30/2020,2/1/2020,9/26/2020,OR,Washington County,41067,75,"2,390"
9/30/2020,2/1/2020,9/26/2020,PA,Bucks County,42017,581,"4,404"
9/30/2020,2/1/2020,9/26/2020,PA,Erie County,42049,46,"2,169"
9/30/2020,2/1/2020,9/26/2020,PA,Lackawanna County,42069,240,"2,165"
9/30/2020,2/1/2020,9/26/2020,PA,Lawrence County,42073,20,709
9/30/2020,2/1/2020,9/26/2020,PA,Susquehanna County,42115,34,300
9/30/2020,2/1/2020,9/26/2020,PA,Washington County,42125,24,"1,588"
9/30/2020,2/1/2020,9/26/2020,PA,Wayne County,42127,12,369
9/30/2020,2/1/2020,9/26/2020,MI,Kent County,26081,167,"4,169"
9/30/2020,2/1/2020,9/26/2020,MI,Macomb County,26099,695,"5,925"
9/30/2020,2/1/2020,9/26/2020,MI,Monroe County,26115,11,794
9/30/2020,2/1/2020,9/26/2020,MN,Nicollet County,27103,11,122
9/30/2020,2/1/2020,9/26/2020,MN,St. Louis County,27137,57,"1,820"
9/30/2020,2/1/2020,9/26/2020,MN,Scott County,27139,22,455
9/30/2020,2/1/2020,9/26/2020,MN,Stearns County,27145,36,"1,172"
9/30/2020,2/1/2020,9/26/2020,MN,Winona County,27169,19,241
9/30/2020,2/1/2020,9/26/2020,MO,Franklin County,29071,29,616
9/30/2020,2/1/2020,9/26/2020,MO,Marion County,29127,11,249
9/30/2020,2/1/2020,9/26/2020,MO,Scott County,29201,14,298
9/30/2020,2/1/2020,9/26/2020,MO,Taney County,29213,21,370
9/30/2020,2/1/2020,9/26/2020,MS,Leake County,28079,12,119
9/30/2020,2/1/2020,9/26/2020,MS,Montgomery County,28097,11,95
9/30/2020,2/1/2020,9/26/2020,MS,Neshoba County,28099,18,207
9/30/2020,2/1/2020,9/26/2020,MS,Simpson County,28127,25,194
9/30/2020,2/1/2020,9/26/2020,MS,Webster County,28155,13,95
9/30/2020,2/1/2020,9/26/2020,NC,Alamance County,37001,18,869
9/30/2020,2/1/2020,9/26/2020,NC,Burke County,37023,34,549
9/30/2020,2/1/2020,9/26/2020,NC,Davidson County,37057,18,802
9/30/2020,2/1/2020,9/26/2020,NC,Durham County,37063,140,"1,937"
9/30/2020,2/1/2020,9/26/2020,NC,Edgecombe County,37065,11,314
9/30/2020,2/1/2020,9/26/2020,NC,McDowell County,37111,11,200
9/30/2020,2/1/2020,9/26/2020,NC,Rowan County,37159,54,865
9/30/2020,2/1/2020,9/26/2020,NE,Adams County,31001,14,206
9/30/2020,2/1/2020,9/26/2020,NJ,Atlantic County,34001,210,"2,130"
9/30/2020,2/1/2020,9/26/2020,NJ,Camden County,34007,565,"4,543"
9/30/2020,2/1/2020,9/26/2020,NJ,Sussex County,34037,158,895
9/30/2020,2/1/2020,9/26/2020,NJ,Union County,34039,994,"3,779"
9/30/2020,2/1/2020,9/26/2020,NM,Dona Ana County,35013,42,"1,278"
9/30/2020,2/1/2020,9/26/2020,NY,Dutchess County,36027,200,"1,932"
9/30/2020,2/1/2020,9/26/2020,NY,Madison County,36053,12,353
9/30/2020,2/1/2020,9/26/2020,NY,Monroe County,36055,344,"5,605"
9/30/2020,2/1/2020,9/26/2020,NY,Nassau County,36059,"3,230","11,409"
9/30/2020,2/1/2020,9/26/2020,NY,Orange County,36071,477,"2,334"
9/30/2020,2/1/2020,9/26/2020,OH,Ashtabula County,39007,34,645
9/30/2020,2/1/2020,9/26/2020,OH,Franklin County,39049,708,"9,261"
9/30/2020,2/1/2020,9/26/2020,OH,Hancock County,39063,17,574
9/30/2020,2/1/2020,9/26/2020,OH,Licking County,39089,51,"1,030"
9/30/2020,2/1/2020,9/26/2020,OH,Putnam County,39137,12,160
9/30/2020,2/1/2020,9/26/2020,OR,Linn County,41043,12,934
9/30/2020,2/1/2020,9/26/2020,PA,Dauphin County,42043,199,"2,357"
9/30/2020,2/1/2020,9/26/2020,PA,Delaware County,42045,752,"3,902"
9/30/2020,2/1/2020,9/26/2020,PA,Franklin County,42055,53,"1,093"
9/30/2020,2/1/2020,9/26/2020,PA,Lebanon County,42075,53,971
9/30/2020,2/1/2020,9/26/2020,PA,Lehigh County,42077,505,"3,524"
9/30/2020,2/1/2020,9/26/2020,PA,Mercer County,42085,17,887
9/30/2020,2/1/2020,9/26/2020,PA,Westmoreland County,42129,44,"2,376"
9/30/2020,2/1/2020,9/26/2020,SC,Aiken County,45003,68,"1,219"
9/30/2020,2/1/2020,9/26/2020,SC,Beaufort County,45013,63,"1,090"
9/30/2020,2/1/2020,9/26/2020,KY,McCracken County,21145,17,816
9/30/2020,2/1/2020,9/26/2020,LA,Avoyelles Parish,22009,13,271
9/30/2020,2/1/2020,9/26/2020,LA,Lafourche Parish,22057,124,690
9/30/2020,2/1/2020,9/26/2020,LA,St. Bernard Parish,22087,17,193
9/30/2020,2/1/2020,9/26/2020,LA,Tangipahoa Parish,22105,90,913
9/30/2020,2/1/2020,9/26/2020,MD,Prince George's County,24033,591,"4,266"
9/30/2020,2/1/2020,9/26/2020,MD,Washington County,24043,40,"1,172"
9/30/2020,2/1/2020,9/26/2020,MD,Baltimore city,24510,660,"6,432"
9/30/2020,2/1/2020,9/26/2020,MI,Calhoun County,26025,38,"1,100"
9/30/2020,2/1/2020,9/26/2020,MI,Ingham County,26065,75,"2,120"
9/30/2020,2/1/2020,9/26/2020,MI,Ottawa County,26139,42,"1,288"
9/30/2020,2/1/2020,9/26/2020,MI,Saginaw County,26145,165,"1,876"
9/30/2020,2/1/2020,9/26/2020,MN,Blue Earth County,27013,15,385
9/30/2020,2/1/2020,9/26/2020,MN,Clay County,27027,27,216
9/30/2020,2/1/2020,9/26/2020,MO,Clay County,29047,63,"1,526"
9/30/2020,2/1/2020,9/26/2020,MO,St. Louis County,29189,822,"8,852"
9/30/2020,2/1/2020,9/26/2020,MS,Harrison County,28047,87,"1,639"
9/30/2020,2/1/2020,9/26/2020,MS,Jones County,28067,66,500
9/30/2020,2/1/2020,9/26/2020,MS,Panola County,28107,10,188
9/30/2020,2/1/2020,9/26/2020,MS,Pearl River County,28109,26,385
9/30/2020,2/1/2020,9/26/2020,MS,Pike County,28113,48,396
9/30/2020,2/1/2020,9/26/2020,MS,Sunflower County,28133,28,219
9/30/2020,2/1/2020,9/26/2020,NC,Duplin County,37061,18,246
9/30/2020,2/1/2020,9/26/2020,NC,Gaston County,37071,42,"1,311"
9/30/2020,2/1/2020,9/26/2020,NC,Harnett County,37085,26,479
9/30/2020,2/1/2020,9/26/2020,NC,Iredell County,37097,24,913
9/30/2020,2/1/2020,9/26/2020,NC,Johnston County,37101,26,740
9/30/2020,2/1/2020,9/26/2020,NC,Nash County,37127,18,547
9/30/2020,2/1/2020,9/26/2020,NC,New Hanover County,37129,51,"1,713"
9/30/2020,2/1/2020,9/26/2020,NC,Pasquotank County,37139,21,307
9/30/2020,2/1/2020,9/26/2020,NC,Surry County,37171,10,547
9/30/2020,2/1/2020,9/26/2020,ND,Cass County,38017,105,"1,299"
9/30/2020,2/1/2020,9/26/2020,NE,Douglas County,31055,239,"3,634"
9/30/2020,2/1/2020,9/26/2020,NJ,Hunterdon County,34019,120,655
9/30/2020,2/1/2020,9/26/2020,NJ,Mercer County,34021,530,"2,402"
9/30/2020,2/1/2020,9/26/2020,NV,Washoe County,32031,163,"3,260"
9/30/2020,2/1/2020,9/26/2020,OH,Cuyahoga County,39035,685,"11,075"
9/30/2020,2/1/2020,9/26/2020,OH,Lake County,39085,35,"1,331"
9/30/2020,2/1/2020,9/26/2020,OH,Lucas County,39095,404,"3,968"
9/30/2020,2/1/2020,9/26/2020,OH,Sandusky County,39143,14,359
9/30/2020,2/1/2020,9/26/2020,OH,Scioto County,39145,11,769
9/30/2020,2/1/2020,9/26/2020,OK,Canadian County,40017,10,435
9/30/2020,2/1/2020,9/26/2020,OK,Washington County,40147,38,480
9/30/2020,2/1/2020,9/26/2020,OR,Marion County,41047,71,"1,912"
9/30/2020,2/1/2020,9/26/2020,OR,Umatilla County,41059,31,415
9/30/2020,2/1/2020,9/26/2020,PA,Beaver County,42007,119,"1,322"
9/30/2020,2/1/2020,9/26/2020,PA,Chester County,42029,419,"3,095"
9/30/2020,2/1/2020,9/26/2020,LA,St. Martin Parish,22099,20,273
9/30/2020,2/1/2020,9/26/2020,LA,Terrebonne Parish,22109,107,821
9/30/2020,2/1/2020,9/26/2020,MA,Barnstable County,25001,135,"1,928"
9/30/2020,2/1/2020,9/26/2020,MD,Carroll County,24013,151,"1,207"
9/30/2020,2/1/2020,9/26/2020,MD,Harford County,24025,65,"1,446"
9/30/2020,2/1/2020,9/26/2020,MD,Montgomery County,24031,"1,114","5,722"
9/30/2020,2/1/2020,9/26/2020,MI,Bay County,26017,37,970
9/30/2020,2/1/2020,9/26/2020,MI,Crawford County,26039,11,144
9/30/2020,2/1/2020,9/26/2020,MI,Genesee County,26049,277,"3,510"
9/30/2020,2/1/2020,9/26/2020,MN,Itasca County,27061,10,293
9/30/2020,2/1/2020,9/26/2020,MN,Washington County,27163,36,"1,030"
9/30/2020,2/1/2020,9/26/2020,MO,Cass County,29037,22,510
9/30/2020,2/1/2020,9/26/2020,MO,Greene County,29077,98,"2,828"
9/30/2020,2/1/2020,9/26/2020,MO,Newton County,29145,53,990
9/30/2020,2/1/2020,9/26/2020,MO,St. Charles County,29183,119,"2,048"
9/30/2020,2/1/2020,9/26/2020,MS,Grenada County,28043,19,213
9/30/2020,2/1/2020,9/26/2020,MS,Lowndes County,28087,78,577
9/30/2020,2/1/2020,9/26/2020,NC,Brunswick County,37019,15,721
9/30/2020,2/1/2020,9/26/2020,NC,Chatham County,37037,48,489
9/30/2020,2/1/2020,9/26/2020,NC,Guilford County,37081,191,"2,820"
9/30/2020,2/1/2020,9/26/2020,NC,Pitt County,37147,50,"1,465"
9/30/2020,2/1/2020,9/26/2020,NC,Wayne County,37191,58,902
9/30/2020,2/1/2020,9/26/2020,ND,Burleigh County,38015,42,762
9/30/2020,2/1/2020,9/26/2020,NE,Dodge County,31053,12,277
9/30/2020,2/1/2020,9/26/2020,NY,Ontario County,36069,31,718
9/30/2020,2/1/2020,9/26/2020,NY,Putnam County,36079,70,400
9/30/2020,2/1/2020,9/26/2020,NY,Washington County,36115,12,368
9/30/2020,2/1/2020,9/26/2020,OH,Columbiana County,39029,56,753
